Latitude,Longitude,Sample Date,ppt,tmax,tmin,pet,soil,def,ppt_3mo,ppt_6mo,tmax_3mo
-26.648056,27.089444,05-01-2011,156.60000000000002,26.83,15.94,148.2,1.4,0.0,349.20000000000005,364.1,28.373327
-26.970278,27.211111,05-01-2011,169.5,27.0,16.19,149.3,13.3,0.0,372.1,390.70000000000005,28.516666
-27.38972222,26.46388889,05-01-2011,170.20000000000002,28.48,17.14,162.2,0.4,0.5,362.80000000000007,383.20000000000005,29.94667
-27.044444,27.005,05-01-2011,172.0,27.4,16.51,151.7,13.400001,0.0,369.59999999999997,388.4999999999999,28.963337
-30.830556,26.921389,06-01-2011,138.0,28.33,14.08,152.0,0.5,20.9,328.9,391.99999999999994,28.393332
-27.00222,28.76528,06-01-2011,179.4,25.63,14.28,134.7,39.2,0.0,395.9,427.80000000000007,26.789999
-27.02314,28.59389,06-01-2011,179.20000000000002,25.96,14.61,136.90001,36.8,0.0,398.0,431.6,27.043335
-30.679722,26.7125,06-01-2011,135.3,29.42,14.74,155.6,0.4,27.0,325.0,378.90000000000003,29.309998
-30.160091,27.40124,06-01-2011,207.0,27.47,14.9,141.1,31.300001,0.0,462.4,528.9,27.773336
-32.595833,19.009444,06-01-2011,4.5,33.85,16.58,231.1,2.7,226.7,25.39999999999999,67.6,32.010002
-25.99136,27.84208,10-01-2011,160.3,26.599998,16.4,144.7,11.0,0.0,358.6,375.70000000000005,27.753334
-26.73806,27.59194,10-01-2011,166.60000000000002,26.349998,15.719999,144.5,16.0,0.0,372.80000000000007,390.7,27.636665
-26.45,28.085833,10-01-2011,156.10000000000002,26.07,15.25,141.5,9.900001,0.0,361.8,381.0000000000001,27.199997
-30.86013889,29.07125,10-01-2011,211.9,25.9,16.4,125.1,51.7,0.0,541.4000000000001,660.0,26.143332
-27.356667,27.286389,10-01-2011,180.4,27.21,16.15,151.90001,21.300001,0.0,385.8,407.6,28.71
-27.01011111,26.69808333,11-01-2011,168.5,27.849998,16.75,155.7,5.3,0.0,356.0,373.5,29.230001
-25.73411,27.21422,11-01-2011,150.70000000000002,27.58,16.199999,146.6,2.4,3.3,345.4,357.6000000000001,28.94667
-26.98472222,26.63227778,11-01-2011,170.3,28.01,17.0,155.2,8.3,0.0,356.90000000000003,373.6,29.336668
-27.398611,26.614722,11-01-2011,173.20000000000002,28.359999,17.039999,160.7,4.3,0.0,370.40000000000003,393.10000000000014,29.800001
-27.671111,27.236944,11-01-2011,194.70000000000002,27.599998,15.96,152.40001,28.2,0.0,407.40000000000003,430.1,29.063335
-29.160278,26.573333,11-01-2011,195.5,28.75,15.639999,155.90001,23.0,0.0,407.49999999999994,440.09999999999997,29.399998
-34.250556,20.9925,11-01-2011,13.700000000000001,29.32,17.08,178.5,4.2000003,165.2,83.80000000000001,175.59999999999997,27.393337
-25.45963889,28.26430556,11-01-2011,122.4,28.779999,17.5,149.5,1.4,33.100002,307.6,324.3,30.043335
-25.81048333,27.90955222,12-01-2011,149.4,27.599998,17.34,147.5,1.3000001,5.5,338.90000000000003,354.9,28.816662
-27.273889,28.49,12-01-2011,192.70000000000002,25.869999,14.65,136.3,41.4,0.0,422.1000000000001,466.0000000000001,26.950003
-27.4275,28.525833,12-01-2011,202.5,25.769999,14.4,134.90001,36.100002,0.0,441.2,481.1000000000001,26.796665
-28.883333,27.89,12-01-2011,268.2,25.83,14.5199995,132.6,29.6,0.0,548.6999999999999,584.9,26.539999
-27.00222,28.76528,13-01-2011,179.4,25.63,14.28,134.7,39.2,0.0,395.9,427.80000000000007,26.789999
-27.02314,28.59389,13-01-2011,179.20000000000002,25.96,14.61,136.90001,36.8,0.0,398.0,431.6,27.043335
-30.534167,24.961944,13-01-2011,94.7,30.599998,15.96,178.90001,0.0,89.0,213.5,235.3,30.606665
-28.460833,21.248889,13-01-2011,74.9,35.149998,19.85,217.3,0.0,146.2,135.59999999999997,138.7,34.649998
-29.658056,25.973333,14-01-2011,146.9,28.89,15.41,157.7,0.2,18.1,312.4,335.20000000000005,29.300001
-28.760833,17.730278,16-01-2011,8.3,35.76,21.029999,236.3,0.0,228.40001,12.100000000000005,15.700000000000005,34.680008
-25.513889,31.224444,17-01-2011,44.5,29.67,18.09,135.2,17.800001,89.700005,340.5,491.4,28.823338
-26.861111,28.884722,17-01-2011,55.1,26.96,13.259999,124.9,18.1,54.9,331.0,465.4000000000001,26.433334
-31.554722,29.245556,17-01-2011,44.6,26.92,18.529999,114.200005,18.6,39.8,426.70000000000005,760.5999999999999,25.556664
-28.058889,30.373611,17-01-2011,70.3,27.689999,14.719999,125.6,19.4,25.5,509.0,669.0,27.149998
-25.127778,27.628889,18-01-2011,47.7,31.55,18.05,146.0,1.1,100.6,255.10000000000005,344.5,31.253332
-25.20639,27.558,18-01-2011,49.800000000000004,31.279999,17.81,145.0,1.1,97.700005,261.2,350.40000000000003,31.033337
-24.69514,27.40906,18-01-2011,56.0,31.929998,18.949999,150.40001,1.3000001,97.200005,267.9,356.90000000000003,31.676662
-25.681111,31.783333,18-01-2011,38.2,31.13,18.98,133.6,6.4,96.9,276.6,394.6,30.609997
-27.802778,28.768333,18-01-2011,71.7,26.539999,13.09,119.4,11.5,31.5,438.7,580.7,26.089996
-27.398611,26.614722,18-01-2011,87.9,29.51,16.449999,136.2,3.7,52.100002,375.20000000000005,481.0000000000001,29.350002
-31.104278,29.399722,18-01-2011,49.900000000000006,27.76,18.26,118.6,21.1,35.0,445.20000000000005,771.1,26.446667
-31.396,29.2651,18-01-2011,44.900000000000006,28.119999,19.66,120.700005,18.300001,46.600002,417.5,756.6,26.800001
-33.38056,19.30167,18-01-2011,3.9000000000000004,30.179998,16.08,164.7,4.6,160.6,31.800000000000033,106.29999999999998,29.279997
-33.31388889,19.07472222,18-01-2011,3.1,32.559998,18.65,176.2,6.2000003,172.6,27.799999999999994,101.19999999999996,31.766663
-27.495556,26.074722,18-01-2011,100.60000000000001,29.539999,16.42,137.40001,0.4,41.8,373.4,456.9000000000001,29.51
-24.39619444,27.08983333,19-01-2011,58.2,32.35,19.06,152.8,1.4,97.5,257.1,333.69999999999993,32.056664
-26.970278,27.211111,19-01-2011,70.9,28.439999,15.48,131.90001,9.2,60.4,357.40000000000003,461.6,28.109999
-26.880278,26.965,19-01-2011,76.0,28.689999,15.719999,133.0,6.9,58.8,356.69999999999993,452.30000000000007,28.436666
-27.273889,28.49,19-01-2011,63.2,27.59,13.83,125.200005,15.2,39.0,380.30000000000007,529.2000000000002,26.890003
-27.3,28.586944,19-01-2011,62.300000000000004,27.359999,13.58,124.200005,14.7,39.7,381.8,528.1999999999999,26.773336
-27.044444,27.005,19-01-2011,76.4,28.71,15.7,132.90001,9.0,55.9,364.19999999999993,464.89999999999986,28.483335
-30.568333,29.422778,19-01-2011,61.7,26.06,13.53,115.3,26.7,20.9,512.9000000000001,768.4,25.129997
-30.570833,29.150556,19-01-2011,67.8,25.599998,13.21,114.9,18.4,19.0,535.1,770.9000000000001,24.833334
-34.031944,22.053333,19-01-2011,11.9,26.949999,17.949999,123.0,1.2,111.700005,78.70000000000003,171.70000000000005,26.273329
-33.13083,18.86278,19-01-2011,2.2,33.05,19.24,175.1,3.1000001,172.90001,22.499999999999986,79.70000000000006,32.3
-33.7075,18.97444444,19-01-2011,4.2,32.17,18.84,177.1,8.5,171.90001,36.099999999999994,143.59999999999994,31.123335
-25.57877778,29.12747222,19-01-2011,35.1,29.82,15.62,137.6,2.6000001,104.1,259.1,382.9000000000001,29.320005
-26.006389,29.253889,20-01-2011,40.5,27.16,13.46,126.3,11.3,84.5,293.20000000000005,433.5000000000001,26.563332
-27.02314,28.59389,20-01-2011,59.0,27.55,13.7699995,125.3,17.4,49.9,351.1,490.6,26.956669
-30.679722,26.7125,20-01-2011,98.7,29.48,14.809999,132.2,0.4,38.5,355.3,473.40000000000003,29.429998
-28.460833,21.248889,20-01-2011,138.5,34.46,19.75,170.8,0.0,39.2,248.09999999999997,277.0,34.923332
-30.77586667,29.03221667,20-01-2011,63.300000000000004,27.529999,16.17,119.4,18.0,28.4,483.20000000000005,718.4,26.490002
-24.925278,29.324444,21-01-2011,30.900000000000002,31.679998,17.55,145.8,0.7,116.4,222.3,325.29999999999995,31.279999
-28.460833,21.248889,21-01-2011,138.5,34.46,19.75,170.8,0.0,39.2,248.09999999999997,277.0,34.923332
-24.679167,30.8025,24-01-2011,63.400000000000006,25.92,15.08,127.200005,73.5,27.2,446.09999999999997,597.9999999999999,26.10333
-25.99136,27.84208,24-01-2011,50.7,28.17,15.36,130.90001,8.7,80.5,319.90000000000003,426.40000000000003,27.633335
-25.49037,30.6986,24-01-2011,42.800000000000004,28.08,16.1,131.7,20.0,88.200005,331.29999999999995,486.40000000000003,27.550003
-26.970278,27.211111,24-01-2011,70.9,28.439999,15.48,131.90001,9.2,60.4,357.40000000000003,461.6,28.109999
-27.671111,27.236944,24-01-2011,77.80000000000001,28.66,15.33,132.3,10.400001,40.600002,394.90000000000003,507.90000000000003,28.570004
-27.356667,27.286389,24-01-2011,71.9,28.5,15.41,132.1,10.900001,53.4,369.20000000000005,479.5,28.289999
-27.01011111,26.69808333,25-01-2011,84.7,28.93,16.039999,134.7,4.4,53.4,367.9,458.2,28.773336
-26.98472222,26.63227778,25-01-2011,86.0,29.109999,16.31,134.8,6.2000003,51.0,371.40000000000003,459.6,28.916668
-27.398611,26.614722,25-01-2011,87.9,29.51,16.449999,136.2,3.7,52.100002,375.20000000000005,481.0000000000001,29.350002
-33.818056,19.694722,25-01-2011,4.9,31.41,17.97,164.3,3.5,159.3,34.79999999999998,126.3,30.770002
-25.45963889,28.26430556,25-01-2011,37.7,30.4,16.52,138.6,1.3000001,102.8,257.20000000000005,362.0,29.826668
-33.897778,20.012778,25-01-2011,5.7,31.609999,18.24,151.1,1.4,145.7,35.49999999999999,113.30000000000004,30.993332
-25.81048333,27.90955222,26-01-2011,45.400000000000006,29.369999,16.39,135.2,1.2,92.1,298.90000000000003,400.29999999999995,28.71333
-34.065833,20.404167,26-01-2011,6.6000000000000005,31.42,19.4,148.0,1.8000001,141.6,41.599999999999994,117.40000000000003,30.816666
-24.058889,31.237222,26-01-2011,28.700000000000003,32.13,19.689999,143.90001,1.6,116.6,261.00000000000006,342.4,32.03
-26.648056,27.089444,26-01-2011,72.60000000000001,28.3,15.17,131.7,1.4,62.7,343.00000000000006,436.70000000000005,27.969994
-26.880278,26.965,26-01-2011,76.0,28.689999,15.719999,133.0,6.9,58.8,356.69999999999993,452.30000000000007,28.436666
-27.273889,28.49,26-01-2011,63.2,27.59,13.83,125.200005,15.2,39.0,380.30000000000007,529.2000000000002,26.890003
-27.044444,27.005,26-01-2011,76.4,28.71,15.7,132.90001,9.0,55.9,364.19999999999993,464.89999999999986,28.483335
-34.092222,21.295278,26-01-2011,10.200000000000001,29.4,17.96,132.40001,2.7,122.5,65.59999999999998,168.8,28.733334
-27.02314,28.59389,27-01-2011,59.0,27.55,13.7699995,125.3,17.4,49.9,351.1,490.6,26.956669
-26.73806,27.59194,27-01-2011,60.400000000000006,27.769999,14.809999,129.40001,10.7,66.700005,341.80000000000007,451.1,27.380001
-28.760833,17.730278,30-01-2011,32.7,36.1,22.689999,174.2,0.0,143.1,41.80000000000001,47.20000000000001,35.733337
-26.861111,28.884722,31-01-2011,55.1,26.96,13.259999,124.9,18.1,54.9,331.0,465.4000000000001,26.433334
-26.73806,27.59194,31-01-2011,60.400000000000006,27.769999,14.809999,129.40001,10.7,66.700005,341.80000000000007,451.1,27.380001
-25.127778,27.628889,01-02-2011,47.7,31.55,18.05,146.0,1.1,100.6,255.10000000000005,344.5,31.253332
-24.69514,27.40906,01-02-2011,56.0,31.929998,18.949999,150.40001,1.3000001,97.200005,267.9,356.90000000000003,31.676662
-27.363611,31.783333,01-02-2011,35.800000000000004,31.56,19.59,130.6,5.5,96.3,213.5,342.8,30.606665
-27.802778,28.768333,01-02-2011,71.7,26.539999,13.09,119.4,11.5,31.5,438.7,580.7,26.089996
-29.160278,26.573333,01-02-2011,105.4,29.24,15.11,134.90001,8.5,20.300001,427.9,545.0,29.219997
-34.329722,18.990278,01-02-2011,5.800000000000001,25.91,17.07,130.5,12.1,123.1,44.60000000000001,206.40000000000003,25.273335
-25.20639,27.558,02-02-2011,49.800000000000004,31.279999,17.81,145.0,1.1,97.700005,261.2,350.40000000000003,31.033337
-23.281,30.54305556,03-02-2011,48.900000000000006,30.91,19.5,143.1,5.6,96.200005,302.3,400.70000000000005,31.123327
-28.801278,31.955389,03-02-2011,82.0,30.23,20.82,130.3,22.300001,34.0,349.09999999999997,520.3,29.259998
-27.00222,28.76528,03-02-2011,58.6,27.18,13.469999,124.0,17.5,46.600002,348.29999999999995,486.4000000000001,26.64
-27.02314,28.59389,03-02-2011,59.0,27.55,13.7699995,125.3,17.4,49.9,351.1,490.6,26.956669
-27.3,28.586944,03-02-2011,62.300000000000004,27.359999,13.58,124.200005,14.7,39.7,381.8,528.1999999999999,26.773336
-30.679722,26.7125,03-02-2011,98.7,29.48,14.809999,132.2,0.4,38.5,355.3,473.40000000000003,29.429998
-28.460833,21.248889,03-02-2011,138.5,34.46,19.75,170.8,0.0,39.2,248.09999999999997,277.0,34.923332
-28.460833,21.248889,04-02-2011,138.5,34.46,19.75,170.8,0.0,39.2,248.09999999999997,277.0,34.923332
-29.140556,31.391944,07-02-2011,98.0,29.619999,20.58,126.5,13.1,29.800001,352.50000000000006,525.0,28.506668
-25.99136,27.84208,07-02-2011,50.7,28.17,15.36,130.90001,8.7,80.5,319.90000000000003,426.40000000000003,27.633335
-24.058889,31.237222,07-02-2011,28.700000000000003,32.13,19.689999,143.90001,1.6,116.6,261.00000000000006,342.4,32.03
-26.73806,27.59194,07-02-2011,60.400000000000006,27.769999,14.809999,129.40001,10.7,66.700005,341.80000000000007,451.1,27.380001
-30.86013889,29.07125,07-02-2011,59.7,27.699999,16.609999,118.6,19.0,29.2,464.4000000000001,710.2,26.60333
-27.356667,27.286389,07-02-2011,71.9,28.5,15.41,132.1,10.900001,53.4,369.20000000000005,479.5,28.289999
-28.058889,30.373611,07-02-2011,70.3,27.689999,14.719999,125.6,19.4,25.5,509.0,669.0,27.149998
-27.01011111,26.69808333,08-02-2011,84.7,28.93,16.039999,134.7,4.4,53.4,367.9,458.2,28.773336
-27.169444,29.233889,08-02-2011,55.800000000000004,26.23,12.88,121.700005,15.900001,41.3,353.5,489.40000000000003,25.863338
-26.98472222,26.63227778,08-02-2011,86.0,29.109999,16.31,134.8,6.2000003,51.0,371.40000000000003,459.6,28.916668
-27.398611,26.614722,08-02-2011,87.9,29.51,16.449999,136.2,3.7,52.100002,375.20000000000005,481.0000000000001,29.350002
-27.573056,24.746389,08-02-2011,121.4,31.66,17.4,149.2,0.5,33.8,392.1,457.9000000000001,31.91
-33.501667,21.624167,08-02-2011,10.700000000000001,29.529999,15.49,145.3,0.1,135.1,57.800000000000026,123.80000000000003,28.843334
-32.502778,19.535833,08-02-2011,3.2,34.18,18.02,177.8,0.6,174.7,15.099999999999994,36.60000000000002,33.44667
-25.45963889,28.26430556,08-02-2011,37.7,30.4,16.52,138.6,1.3000001,102.8,257.20000000000005,362.0,29.826668
-26.970278,27.211111,09-02-2011,70.9,28.439999,15.48,131.90001,9.2,60.4,357.40000000000003,461.6,28.109999
-27.273889,28.49,09-02-2011,63.2,27.59,13.83,125.200005,15.2,39.0,380.30000000000007,529.2000000000002,26.890003
-28.69485,28.23487,09-02-2011,97.2,26.369999,13.599999,120.0,10.1,10.400001,537.1999999999999,690.7,25.669996
-28.883333,27.89,09-02-2011,102.4,26.849998,14.179999,121.9,14.0,9.0,543.8,686.8,26.433332
-27.02314,28.59389,10-02-2011,59.0,27.55,13.7699995,125.3,17.4,49.9,351.1,490.6,26.956669
-30.679722,26.7125,10-02-2011,98.7,29.48,14.809999,132.2,0.4,38.5,355.3,473.40000000000003,29.429998
-30.534167,24.961944,10-02-2011,96.10000000000001,30.779999,16.0,156.0,0.0,64.700005,271.2,330.6,30.723331
-34.031944,22.053333,10-02-2011,11.9,26.949999,17.949999,123.0,1.2,111.700005,78.70000000000003,171.70000000000005,26.273329
-34.039722,22.133333,10-02-2011,12.4,26.74,18.24,121.4,2.2,109.5,81.7,179.50000000000003,26.066666
-32.595833,19.009444,10-02-2011,1.6,34.1,18.279999,181.90001,2.6000001,180.3,14.89999999999999,51.0,33.41667
-28.801278,31.955389,11-02-2011,82.0,30.23,20.82,130.3,22.300001,34.0,349.09999999999997,520.3,29.259998
-29.658056,25.973333,11-02-2011,97.2,29.119999,14.96,137.2,0.2,44.9,349.59999999999997,431.90000000000003,29.143333
-28.068333,31.55,11-02-2011,67.7,31.269999,20.21,131.3,3.7,66.8,286.5000000000001,455.3999999999999,30.539997
-28.760833,17.730278,13-02-2011,32.7,36.1,22.689999,174.2,0.0,143.1,41.80000000000001,47.20000000000001,35.733337
-29.7775,29.470833,14-02-2011,123.60000000000001,25.06,12.809999,113.8,42.9,0.0,819.5,1078.6,24.21
-29.987778,29.851667,14-02-2011,85.10000000000001,26.8,14.99,116.0,61.9,12.900001,638.1999999999999,910.5,25.703335
-29.744167,29.905833,14-02-2011,91.5,27.48,15.48,119.8,58.3,12.1,660.0000000000001,916.4,26.516666
-26.861111,28.884722,14-02-2011,55.1,26.96,13.259999,124.9,18.1,54.9,331.0,465.4000000000001,26.433334
-26.45,28.085833,14-02-2011,54.300000000000004,27.539999,14.429999,127.200005,8.0,73.700005,316.7,435.3000000000001,27.056664
-31.396,29.2651,14-02-2011,44.900000000000006,28.119999,19.66,120.700005,18.300001,46.600002,417.5,756.6,26.800001
-25.20639,27.558,15-02-2011,35.1,31.57,17.97,147.7,1.1,114.4,194.99999999999997,385.50000000000006,30.960003
-24.69514,27.40906,15-02-2011,34.2,32.05,19.15,158.0,1.3000001,125.5,198.39999999999998,391.00000000000006,31.499996
-26.006389,29.253889,15-02-2011,40.2,27.55,13.71,126.1,9.3,85.9,231.30000000000004,473.2000000000001,26.746664
-27.802778,28.768333,15-02-2011,69.9,26.5,12.55,115.200005,8.0,45.2,364.4,649.5,26.09333
-27.398611,26.614722,15-02-2011,86.30000000000001,29.769999,15.71,135.1,3.2,52.7,347.40000000000003,565.8000000000002,29.213333
-27.671111,27.236944,15-02-2011,84.2,28.869999,14.639999,129.7,7.2000003,46.5,356.70000000000005,590.8000000000001,28.376669
-29.160278,26.573333,15-02-2011,83.30000000000001,28.769999,13.58,128.7,5.9,47.0,384.2,625.5,28.919996
-30.568333,29.422778,15-02-2011,103.9,26.369999,13.04,113.3,21.7,9.5,417.0000000000001,868.8,25.629997
-30.570833,29.150556,15-02-2011,99.30000000000001,25.849998,12.62,112.6,12.7,12.7,430.0,866.7,25.220001
-33.38056,19.30167,15-02-2011,11.8,29.039999,13.7699995,146.90001,4.2000003,135.3,25.000000000000032,97.89999999999998,29.646664
-33.31388889,19.07472222,15-02-2011,11.4,31.449999,16.55,154.3,5.7000003,142.90001,21.999999999999993,90.39999999999996,32.036663
-27.495556,26.074722,15-02-2011,92.10000000000001,29.72,15.089999,135.6,0.4,48.100002,355.5,547.2,29.283333
-25.436111,31.982222,16-02-2011,37.0,31.75,20.15,128.2,7.7000003,92.5,203.5,412.6,31.336668
-24.39619444,27.08983333,16-02-2011,32.800000000000004,32.309998,19.16,155.6,1.4,124.4,190.40000000000003,366.3999999999999,31.856665
-25.67386,31.57527,16-02-2011,35.300000000000004,31.449999,20.43,132.40001,6.1,98.5,199.20000000000002,447.20000000000005,30.816671
-30.733889,29.828333,16-02-2011,114.30000000000001,27.96,17.07,117.8,24.6,6.2000003,397.0999999999999,936.9000000000001,26.86333
-30.398056,30.601944,16-02-2011,121.60000000000001,29.01,20.96,124.5,35.5,5.6,419.29999999999995,1000.3000000000001,27.966665
-27.273889,28.49,16-02-2011,74.60000000000001,27.59,13.28,124.0,10.6,48.5,330.50000000000006,602.8000000000002,27.016668
-27.3,28.586944,16-02-2011,72.0,27.439999,13.139999,122.5,10.2,49.600002,328.9,599.3,26.86
-27.044444,27.005,16-02-2011,77.60000000000001,28.769999,15.04,131.6,6.9,55.8,325.99999999999994,541.3999999999999,28.293335
-30.86013889,29.07125,16-02-2011,107.10000000000001,27.91,15.799999,118.0,14.0,11.2,378.7000000000001,812.6,27.169998
-30.77586667,29.03221667,16-02-2011,108.60000000000001,27.73,15.32,117.9,13.400001,10.2,394.20000000000005,822.6,27.02
-33.13083,18.86278,16-02-2011,10.100000000000001,31.779999,17.38,157.0,2.9,147.3,18.69999999999999,71.30000000000007,32.496666
-24.925278,29.324444,17-02-2011,28.900000000000002,31.5,18.039999,148.5,0.6,121.1,146.70000000000002,353.49999999999994,31.173332
-27.00222,28.76528,17-02-2011,57.900000000000006,27.359999,13.29,123.1,12.2,62.8,295.9,543.9000000000001,26.723333
-27.02314,28.59389,17-02-2011,63.0,27.68,13.49,125.0,12.2,60.0,301.20000000000005,553.1,27.063335
-22.43772222,31.07805556,18-02-2011,17.7,34.14,21.47,149.40001,0.5,132.6,140.2,366.2,33.62
-29.803611,30.516111,18-02-2011,105.80000000000001,28.539999,17.65,120.4,54.9,9.1,511.10000000000014,1007.4000000000001,27.376669
-25.99136,27.84208,21-02-2011,60.300000000000004,28.25,15.009999,129.3,7.2000003,70.6,271.3,486.50000000000006,27.673336
-26.861111,28.884722,21-02-2011,51.1,27.16,13.219999,124.1,12.8,70.3,281.2,516.4000000000001,26.51
-26.73806,27.59194,21-02-2011,63.7,27.9,14.19,128.8,8.2,65.8,290.70000000000005,514.1,27.340002
-26.45,28.085833,21-02-2011,62.7,27.519999,14.09,127.5,6.8,66.700005,273.09999999999997,497.60000000000014,27.043331
-27.01011111,26.69808333,22-02-2011,85.0,29.039999,15.44,133.8,3.8,52.4,338.2,542.0,28.60667
-27.169444,29.233889,22-02-2011,48.800000000000004,26.4,12.84,118.9,11.0,67.700005,293.8,538.2,25.880005
-26.98472222,26.63227778,22-02-2011,86.30000000000001,29.22,15.7,134.40001,5.0,51.3,342.6,544.7,28.779999
-27.398611,26.614722,22-02-2011,86.30000000000001,29.769999,15.71,135.1,3.2,52.7,347.40000000000003,565.8000000000002,29.213333
-29.160278,26.573333,22-02-2011,83.30000000000001,28.769999,13.58,128.7,5.9,47.0,384.2,625.5,28.919996
-33.818056,19.694722,22-02-2011,12.3,30.359999,15.94,148.8,3.2,136.8,27.099999999999984,118.39999999999999,30.98667
-25.81048333,27.90955222,23-02-2011,52.5,29.5,16.279999,134.6,1.2,84.700005,247.3,452.69999999999993,28.82333
-29.641944,30.6875,23-02-2011,101.30000000000001,29.449999,19.09,123.1,56.100002,11.5,534.8,979.1999999999999,28.410004
-34.065833,20.404167,23-02-2011,13.100000000000001,30.279999,17.369999,138.2,1.8000001,125.700005,30.399999999999995,118.40000000000003,31.016666
-33.980556,21.653333,23-02-2011,18.1,28.24,15.7699995,125.200005,1.1,107.9,43.800000000000004,159.8,28.456669
-22.769722,30.886944,23-02-2011,28.3,31.58,20.449999,139.0,11.0,110.700005,184.80000000000004,439.90000000000003,31.383337
-27.00222,28.76528,23-02-2011,57.900000000000006,27.359999,13.29,123.1,12.2,62.8,295.9,543.9000000000001,26.723333
-27.02314,28.59389,23-02-2011,63.0,27.68,13.49,125.0,12.2,60.0,301.20000000000005,553.1,27.063335
-27.38972222,26.46388889,23-02-2011,88.30000000000001,29.98,15.7699995,136.0,0.4,52.100002,349.40000000000003,560.8000000000001,29.37667
-27.398611,26.614722,23-02-2011,86.30000000000001,29.769999,15.71,135.1,3.2,52.7,347.40000000000003,565.8000000000002,29.213333
-27.671111,27.236944,23-02-2011,84.2,28.869999,14.639999,129.7,7.2000003,46.5,356.70000000000005,590.8000000000001,28.376669
-27.356667,27.286389,23-02-2011,78.0,28.67,14.69,129.2,7.8,51.9,330.30000000000007,556.3,28.126667
-33.897778,20.012778,23-02-2011,11.700000000000001,30.519999,16.35,137.5,1.3000001,126.3,27.39999999999999,110.50000000000004,31.16
-23.763056,27.908611,24-02-2011,32.7,31.74,18.13,154.3,1.0,123.200005,169.6,349.6,31.14
-23.23572222,27.717,24-02-2011,23.6,33.03,19.119999,159.2,0.5,136.7,135.3,279.29999999999995,32.460007
-28.44555556,32.325,24-02-2011,102.10000000000001,30.34,21.91,129.2,32.7,16.9,397.2,674.7,29.43
-30.679722,26.7125,24-02-2011,88.60000000000001,28.63,13.25,127.4,0.4,43.2,322.6,555.2,29.176664
-30.160091,27.40124,24-02-2011,97.80000000000001,27.59,13.469999,121.200005,8.400001,24.2,409.5,721.9,27.796669
-30.336111,27.359444,24-02-2011,94.0,27.65,13.21,122.200005,9.5,27.300001,394.30000000000007,703.0000000000001,27.860004
-28.460833,21.248889,24-02-2011,121.0,34.42,18.01,169.6,0.0,54.7,334.4,395.5,34.676662
-22.91028,29.61111,25-02-2011,24.3,30.789999,18.93,143.3,1.5,120.200005,147.8,362.9,30.366665
-28.760833,17.730278,27-02-2011,21.400000000000002,36.21,22.35,190.7,0.0,170.3,62.40000000000001,66.30000000000001,36.02334
-24.183889,30.823889,01-03-2011,29.900000000000002,31.97,20.81,139.40001,2.5,111.0,164.20000000000002,391.7,31.673336
-27.398611,26.614722,01-03-2011,86.30000000000001,29.769999,15.71,135.1,3.2,52.7,347.40000000000003,565.8000000000002,29.213333
-27.671111,27.236944,01-03-2011,84.2,28.869999,14.639999,129.7,7.2000003,46.5,356.70000000000005,590.8000000000001,28.376669
-29.160278,26.573333,01-03-2011,83.30000000000001,28.769999,13.58,128.7,5.9,47.0,384.2,625.5,28.919996
-27.495556,26.074722,01-03-2011,92.10000000000001,29.72,15.089999,135.6,0.4,48.100002,355.5,547.2,29.283333
