Latitude,Longitude,Sample Date,red,blue,green,nir,swir16,swir22
-30.679722,26.7125,20-01-2011,11938.0,9235.5,10548.0,13400.0,7764.0,7659.0
-30.77586667,29.03221667,20-01-2011,,,,,,
-28.460833,21.248889,20-01-2011,13063.0,10832.0,12046.5,14599.0,12067.0,11038.5
-28.460833,21.248889,21-01-2011,13063.0,10832.0,12046.5,14599.0,12067.0,11038.5
-24.925278,29.324444,21-01-2011,9276.5,8655.0,9112.0,13185.0,13904.5,11277.0
-24.679167,30.8025,24-01-2011,10583.0,8832.5,9505.5,12245.0,14908.5,13718.0
-26.970278,27.211111,24-01-2011,11496.0,9671.5,11040.0,10218.0,7946.5,7735.0
-25.99136,27.84208,24-01-2011,11898.0,10629.0,11771.5,18631.5,16495.0,12815.0
-25.49037,30.6986,24-01-2011,8241.5,8148.5,8325.0,10676.0,8915.5,8274.0
-27.01011111,26.69808333,25-01-2011,10728.5,9344.0,10433.5,12433.5,9579.5,8531.5
-26.98472222,26.63227778,25-01-2011,10262.5,9414.0,10207.0,13683.0,14011.5,11850.5
-27.671111,27.236944,24-01-2011,11237.5,9693.5,10943.0,14887.0,13522.0,11403.0
-27.356667,27.286389,24-01-2011,9290.0,8718.0,9502.5,16828.5,12665.5,9643.0
-27.398611,26.614722,25-01-2011,10126.0,9253.5,10247.0,15515.5,12823.0,10403.5
-25.45963889,28.26430556,25-01-2011,11096.0,9139.0,9926.0,13959.0,15156.5,12552.5
-33.897778,20.012778,25-01-2011,9119.0,8707.0,9154.0,13871.0,11520.0,9420.0
-33.818056,19.694722,25-01-2011,,,,,,
-25.81048333,27.90955222,26-01-2011,9553.5,8693.0,9753.0,16870.5,13408.0,10257.0
-34.065833,20.404167,26-01-2011,8402.0,8061.0,8387.0,13535.0,10165.0,8604.0
-26.648056,27.089444,26-01-2011,8963.5,8535.0,9597.0,19310.5,12954.5,9447.5
-26.880278,26.965,26-01-2011,9354.5,8695.0,9582.5,14265.0,14182.0,11071.5
-24.058889,31.237222,26-01-2011,9677.5,8702.0,9468.5,14757.5,13111.5,10821.0
-27.02314,28.59389,27-01-2011,10129.0,8893.0,9969.5,11490.5,10372.5,9135.0
-27.273889,28.49,26-01-2011,9407.5,8456.5,9060.0,12333.0,9264.5,8181.0
-27.044444,27.005,26-01-2011,9503.5,8882.5,9908.0,17418.5,13987.0,10115.0
-34.092222,21.295278,26-01-2011,9683.0,8666.0,9525.0,14913.0,13943.0,11317.0
-26.73806,27.59194,27-01-2011,8961.0,8719.0,9167.0,9089.5,7963.0,7740.0
-26.73806,27.59194,31-01-2011,8961.0,8719.0,9167.0,9089.5,7963.0,7740.0
-28.760833,17.730278,30-01-2011,12802.0,9557.0,11426.0,11190.0,7687.5,7645.0
-25.127778,27.628889,01-02-2011,5122.0,4984.0,5189.5,7814.0,6664.0,5222.0
-26.861111,28.884722,31-01-2011,9241.5,8691.0,9550.0,17658.5,13746.5,10574.0
-24.69514,27.40906,01-02-2011,10524.0,9921.0,10647.0,15543.0,11919.5,9642.5
-27.363611,31.783333,01-02-2011,8994.5,8437.0,9281.0,17894.5,13078.0,9695.0
-29.160278,26.573333,01-02-2011,,,,,,
-27.802778,28.768333,01-02-2011,9811.5,8857.5,9803.5,12128.5,9325.0,8486.0
-34.329722,18.990278,01-02-2011,9581.5,8637.5,8959.0,10864.0,12654.0,11808.5
-25.20639,27.558,02-02-2011,9985.0,10039.0,10466.5,14137.5,10315.5,8536.0
-27.00222,28.76528,03-02-2011,9947.0,8743.0,9691.0,13724.0,13005.5,10754.5
-23.281,30.54305556,03-02-2011,12142.0,11432.0,11879.5,17210.0,18270.5,15619.5
-27.02314,28.59389,03-02-2011,10129.0,8893.0,9969.5,11490.5,10372.5,9135.0
-28.801278,31.955389,03-02-2011,9127.5,8429.0,9427.0,16685.5,12127.0,9348.0
-27.3,28.586944,03-02-2011,9929.5,8561.0,9636.0,14954.0,14753.0,11537.5
-28.460833,21.248889,04-02-2011,13063.0,10832.0,12046.5,14599.0,12067.0,11038.5
-28.460833,21.248889,03-02-2011,13063.0,10832.0,12046.5,14599.0,12067.0,11038.5
-30.679722,26.7125,03-02-2011,11938.0,9235.5,10548.0,13400.0,7764.0,7659.0
-29.140556,31.391944,07-02-2011,12548.0,9784.5,11594.0,13930.0,8610.0,8471.0
-26.73806,27.59194,07-02-2011,8961.0,8719.0,9167.0,9089.5,7963.0,7740.0
-25.99136,27.84208,07-02-2011,11898.0,10629.0,11771.5,18631.5,16495.0,12815.0
-24.058889,31.237222,07-02-2011,9677.5,8702.0,9468.5,14757.5,13111.5,10821.0
-30.86013889,29.07125,07-02-2011,11634.0,9396.0,10724.5,14558.0,11450.0,10000.5
-27.169444,29.233889,08-02-2011,4762.0,4315.5,4774.0,6219.0,5600.5,4803.0
-28.058889,30.373611,07-02-2011,9431.0,8452.5,9326.0,14514.0,12189.5,9706.0
-27.01011111,26.69808333,08-02-2011,10728.5,9344.0,10433.5,12433.5,9579.5,8531.5
-27.356667,27.286389,07-02-2011,9290.0,8718.0,9502.5,16828.5,12665.5,9643.0
-26.98472222,26.63227778,08-02-2011,10262.5,9414.0,10207.0,13683.0,14011.5,11850.5
-27.398611,26.614722,08-02-2011,10126.0,9253.5,10247.0,15515.5,12823.0,10403.5
-33.501667,21.624167,08-02-2011,,,,,,
-27.573056,24.746389,08-02-2011,9470.0,8658.0,9767.5,17012.5,12108.0,9335.0
-32.502778,19.535833,08-02-2011,14613.0,10579.0,13104.0,17653.0,19330.0,16984.0
-25.45963889,28.26430556,08-02-2011,11096.0,9139.0,9926.0,13959.0,15156.5,12552.5
-26.970278,27.211111,09-02-2011,11496.0,9671.5,11040.0,10218.0,7946.5,7735.0
-27.273889,28.49,09-02-2011,9407.5,8456.5,9060.0,12333.0,9264.5,8181.0
-27.02314,28.59389,10-02-2011,10129.0,8893.0,9969.5,11490.5,10372.5,9135.0
-28.883333,27.89,09-02-2011,9399.5,8398.5,9248.0,14007.5,12553.5,9979.0
-28.69485,28.23487,09-02-2011,9143.0,8267.0,8931.0,14198.0,11670.0,9620.0
-30.679722,26.7125,10-02-2011,11413.0,9170.0,10468.0,11724.0,7895.0,7622.0
-34.039722,22.133333,10-02-2011,9608.0,8506.0,9266.0,13491.5,13393.0,11250.5
-34.031944,22.053333,10-02-2011,7826.0,7784.0,7859.0,9058.0,8310.0,7822.0
-32.595833,19.009444,10-02-2011,10903.5,9227.5,10334.0,15218.5,14735.0,12208.5
-30.534167,24.961944,10-02-2011,10773.5,9795.0,10835.0,15132.5,13586.0,11169.0
-29.658056,25.973333,11-02-2011,11157.5,9396.0,10765.0,14001.0,12520.0,10583.0
-28.801278,31.955389,11-02-2011,9127.5,8429.0,9427.0,16685.5,12127.0,9348.0
-29.7775,29.470833,14-02-2011,8978.5,8429.5,9355.0,16079.5,12341.5,9665.5
-28.068333,31.55,11-02-2011,10059.0,8688.0,9854.5,16337.5,14979.0,11663.0
-29.987778,29.851667,14-02-2011,9390.5,8647.5,9616.0,19052.5,14601.0,11173.5
-28.760833,17.730278,13-02-2011,12802.0,9557.0,11426.0,11190.0,7687.5,7645.0
-26.45,28.085833,14-02-2011,12540.0,9502.5,10720.0,15210.0,17974.0,14201.0
-29.744167,29.905833,14-02-2011,9448.0,8721.0,9829.5,15146.5,12551.0,9830.5
-26.861111,28.884722,14-02-2011,9241.5,8691.0,9550.0,17658.5,13746.5,10574.0
-31.396,29.2651,14-02-2011,13003.0,9782.5,11835.5,12488.0,8894.0,8335.0
-24.69514,27.40906,15-02-2011,10524.0,9921.0,10647.0,15543.0,11919.5,9642.5
-25.20639,27.558,15-02-2011,9985.0,10039.0,10466.5,14137.5,10315.5,8536.0
-26.006389,29.253889,15-02-2011,,,,,,
-27.802778,28.768333,15-02-2011,9811.5,8857.5,9803.5,12128.5,9325.0,8486.0
-27.671111,27.236944,15-02-2011,11237.5,9693.5,10943.0,14887.0,13522.0,11403.0
-27.398611,26.614722,15-02-2011,10126.0,9253.5,10247.0,15515.5,12823.0,10403.5
-30.568333,29.422778,15-02-2011,9031.5,8679.0,9417.0,17023.0,13069.5,10005.5
-29.160278,26.573333,15-02-2011,,,,,,
-30.570833,29.150556,15-02-2011,,,,,,
-33.38056,19.30167,15-02-2011,11320.5,9572.0,10665.5,15820.0,16377.5,13975.0
-33.31388889,19.07472222,15-02-2011,9965.0,8765.0,9546.5,13162.5,12786.0,10889.0
-27.495556,26.074722,15-02-2011,11540.5,9490.5,11044.5,17937.5,18143.5,14152.5
-24.39619444,27.08983333,16-02-2011,,,,,,
-25.436111,31.982222,16-02-2011,,,,,,
-25.67386,31.57527,16-02-2011,8727.5,8695.5,9328.0,17360.5,12598.5,9475.0
-30.398056,30.601944,16-02-2011,8930.0,8320.0,9213.5,17011.0,12459.5,9742.5
-30.733889,29.828333,16-02-2011,9723.0,8675.0,9712.5,16068.0,14358.0,11011.0
-27.273889,28.49,16-02-2011,9407.5,8456.5,9060.0,12333.0,9264.5,8181.0
-27.044444,27.005,16-02-2011,9503.5,8882.5,9908.0,17418.5,13987.0,10115.0
-30.86013889,29.07125,16-02-2011,11634.0,9396.0,10724.5,14558.0,11450.0,10000.5
-27.3,28.586944,16-02-2011,9929.5,8561.0,9636.0,14954.0,14753.0,11537.5
-33.13083,18.86278,16-02-2011,12122.5,9873.5,11456.5,15187.0,14527.0,12799.0
-30.77586667,29.03221667,16-02-2011,,,,,,
-27.00222,28.76528,17-02-2011,9947.0,8743.0,9691.0,13724.0,13005.5,10754.5
-24.925278,29.324444,17-02-2011,9276.5,8655.0,9112.0,13185.0,13904.5,11277.0
-27.02314,28.59389,17-02-2011,10129.0,8893.0,9969.5,11490.5,10372.5,9135.0
-29.803611,30.516111,18-02-2011,9429.0,8763.0,9643.0,15906.0,14471.0,11037.0
-22.43772222,31.07805556,18-02-2011,9460.0,8479.0,9030.0,13383.5,12118.0,10110.5
-25.99136,27.84208,21-02-2011,11898.0,10629.0,11771.5,18631.5,16495.0,12815.0
-26.73806,27.59194,21-02-2011,8961.0,8719.0,9167.0,9089.5,7963.0,7740.0
-26.45,28.085833,21-02-2011,12540.0,9502.5,10720.0,15210.0,17974.0,14201.0
-26.861111,28.884722,21-02-2011,9241.5,8691.0,9550.0,17658.5,13746.5,10574.0
-27.169444,29.233889,22-02-2011,4762.0,4315.5,4774.0,6219.0,5600.5,4803.0
-27.01011111,26.69808333,22-02-2011,10728.5,9344.0,10433.5,12433.5,9579.5,8531.5
-26.98472222,26.63227778,22-02-2011,10262.5,9414.0,10207.0,13683.0,14011.5,11850.5
-27.398611,26.614722,22-02-2011,10126.0,9253.5,10247.0,15515.5,12823.0,10403.5
-29.160278,26.573333,22-02-2011,,,,,,
-25.81048333,27.90955222,23-02-2011,9553.5,8693.0,9753.0,16870.5,13408.0,10257.0
-33.818056,19.694722,22-02-2011,10313.5,8793.5,9684.0,13785.0,14045.5,11787.0
-29.641944,30.6875,23-02-2011,9465.5,8605.5,9601.0,14678.0,12867.0,10208.0
-34.065833,20.404167,23-02-2011,8314.0,8010.0,8344.0,13912.0,10705.0,8910.0
-33.980556,21.653333,23-02-2011,11839.0,9447.0,10721.0,11814.0,10788.0,9878.0
-27.00222,28.76528,23-02-2011,9947.0,8743.0,9691.0,13724.0,13005.5,10754.5
-27.02314,28.59389,23-02-2011,10129.0,8893.0,9969.5,11490.5,10372.5,9135.0
-27.38972222,26.46388889,23-02-2011,11926.0,10130.0,11597.0,11481.0,8583.0,8196.5
-27.398611,26.614722,23-02-2011,10126.0,9253.5,10247.0,15515.5,12823.0,10403.5
-22.769722,30.886944,23-02-2011,9181.0,8518.0,9241.0,15026.0,13124.0,10324.0
-33.897778,20.012778,23-02-2011,8880.0,8619.0,9048.0,14549.0,10812.0,9109.0
-27.671111,27.236944,23-02-2011,11237.5,9693.5,10943.0,14887.0,13522.0,11403.0
-27.356667,27.286389,23-02-2011,9290.0,8718.0,9502.5,16828.5,12665.5,9643.0
-23.763056,27.908611,24-02-2011,,,,,,
-23.23572222,27.717,24-02-2011,10242.0,9302.0,10024.0,12384.0,10676.5,9671.0
-28.44555556,32.325,24-02-2011,9712.0,9636.5,10515.0,8627.0,7626.0,7476.0
-30.160091,27.40124,24-02-2011,10727.5,8957.0,10077.0,14141.5,12302.0,10587.0
-30.679722,26.7125,24-02-2011,10761.0,8810.5,9954.0,11093.0,7819.0,7634.0
-30.336111,27.359444,24-02-2011,10786.0,8703.5,9792.0,12158.0,7909.0,7766.0
-28.460833,21.248889,24-02-2011,12120.5,9908.0,11215.5,13248.0,10636.5,9105.5
-27.398611,26.614722,01-03-2011,10126.0,9253.5,10247.0,15515.5,12823.0,10403.5
-24.183889,30.823889,01-03-2011,9618.5,8813.0,9423.0,12975.0,12192.0,10273.5
-22.91028,29.61111,25-02-2011,,,,,,
-28.760833,17.730278,27-02-2011,12802.0,9557.0,11426.0,11190.0,7687.5,7645.0
-29.160278,26.573333,01-03-2011,,,,,,
-27.671111,27.236944,01-03-2011,11237.5,9693.5,10943.0,14887.0,13522.0,11403.0
-27.495556,26.074722,01-03-2011,11540.5,9490.5,11044.5,17937.5,18143.5,14152.5
-23.658056,31.05,02-03-2011,10644.0,9660.0,10056.5,13467.0,14670.5,12154.5
-24.679167,30.8025,03-03-2011,10583.0,8832.5,9505.5,12245.0,14908.5,13718.0
-27.802778,28.768333,02-03-2011,10183.5,8687.0,9611.0,12113.5,11318.5,9288.0
-27.273889,28.49,03-03-2011,9407.5,8456.5,9060.0,12333.0,9264.5,8181.0
-26.648056,27.089444,02-03-2011,4649.5,4567.0,4870.0,8205.5,6161.0,4771.0
-27.3,28.586944,03-03-2011,9929.5,8561.0,9636.0,14954.0,14753.0,11537.5
-27.02314,28.59389,04-03-2011,10129.0,8893.0,9969.5,11490.5,10372.5,9135.0
-30.679722,26.7125,03-03-2011,10761.0,8810.5,9954.0,11093.0,7819.0,7634.0
-25.99136,27.84208,07-03-2011,,,,,,
-31.554722,29.245556,07-03-2011,8850.0,8558.0,9449.0,19619.0,13890.0,10042.0
-27.01011111,26.69808333,08-03-2011,10728.5,9344.0,10433.5,12433.5,9579.5,8531.5
-27.802778,28.768333,08-03-2011,10183.5,8687.0,9611.0,12113.5,11318.5,9288.0
-26.98472222,26.63227778,08-03-2011,10262.5,9414.0,10207.0,13683.0,14011.5,11850.5
-27.398611,26.614722,08-03-2011,10126.0,9253.5,10247.0,15515.5,12823.0,10403.5
-29.160278,26.573333,08-03-2011,,,,,,
-27.671111,27.236944,08-03-2011,11403.0,9611.5,10818.0,15184.0,13762.0,11133.0
-31.396,29.2651,08-03-2011,13003.0,9782.5,11835.5,12488.0,8894.0,8335.0
-25.45963889,28.26430556,08-03-2011,11096.0,9139.0,9926.0,13959.0,15156.5,12552.5
-25.81048333,27.90955222,09-03-2011,10317.0,9943.5,10433.5,16142.0,14017.0,11026.5
-26.03611,30.99778,09-03-2011,9460.0,8825.0,9724.0,14226.0,11657.5,9907.0
-22.225556,29.990556,09-03-2011,65535.0,65535.0,65535.0,29764.0,46934.0,26873.5
-28.404444,30.013056,09-03-2011,,,,,,
-26.648056,27.089444,09-03-2011,4649.5,4567.0,4870.0,8205.5,6161.0,4771.0
-29.380556,30.2775,09-03-2011,9024.0,8344.0,9168.0,15627.0,13115.5,10091.5
-26.970278,27.211111,09-03-2011,11496.0,9671.5,11040.0,10218.0,7946.5,7735.0
-27.273889,28.49,09-03-2011,9407.5,8456.5,9060.0,12333.0,9264.5,8181.0
-27.3,28.586944,09-03-2011,9929.5,8561.0,9636.0,14954.0,14753.0,11537.5
-27.044444,27.005,09-03-2011,9503.5,8882.5,9908.0,17418.5,13987.0,10115.0
-28.883333,27.89,09-03-2011,9399.5,8398.5,9248.0,14007.5,12553.5,9979.0
-28.69485,28.23487,09-03-2011,9143.0,8267.0,8931.0,14198.0,11670.0,9620.0
-30.568333,29.422778,09-03-2011,9031.5,8679.0,9417.0,17023.0,13069.5,10005.5
-30.570833,29.150556,09-03-2011,10029.5,8648.5,9550.0,14121.0,12990.0,10568.5
-29.380556,30.2775,10-03-2011,9024.0,8344.0,9168.0,15627.0,13115.5,10091.5
-34.329722,18.990278,09-03-2011,9581.5,8637.5,8959.0,10864.0,12654.0,11808.5
-30.77586667,29.03221667,10-03-2011,10504.5,9151.5,10123.0,16566.5,15789.0,12188.5
-30.86013889,29.07125,10-03-2011,23205.5,21233.5,21978.5,27145.0,25473.5,22749.0
-30.830556,26.921389,10-03-2011,,,,,,
-25.49037,30.6986,10-03-2011,8746.5,8349.5,9046.5,16072.0,12058.0,9321.5
-31.031389,28.883333,11-03-2011,14145.0,12692.0,13540.0,17769.5,17908.0,16068.5
-29.658056,25.973333,11-03-2011,11157.5,9396.0,10765.0,14001.0,12520.0,10583.0
-34.039722,22.133333,11-03-2011,9608.0,8506.0,9266.0,13491.5,13393.0,11250.5
-30.534167,24.961944,11-03-2011,9839.0,8889.5,9619.0,12658.5,12444.0,10599.0
-29.7775,29.470833,14-03-2011,9777.0,9138.0,9852.5,16319.5,13215.0,10945.0
-28.760833,17.730278,13-03-2011,12802.0,9557.0,11426.0,11190.0,7687.5,7645.0
-29.987778,29.851667,14-03-2011,,,,,,
-29.744167,29.905833,14-03-2011,9651.0,8589.0,9609.5,14730.0,12273.0,9853.0
-26.861111,28.884722,14-03-2011,9353.0,8329.0,9383.0,15196.0,13914.5,10984.0
-26.45,28.085833,14-03-2011,12540.0,9502.5,10720.0,15210.0,17974.0,14201.0
-25.127778,27.628889,15-03-2011,5122.0,4984.0,5189.5,7814.0,6664.0,5222.0
-26.73806,27.59194,14-03-2011,10546.5,9924.5,10642.0,11090.5,8503.5,8271.5
-25.20639,27.558,15-03-2011,9985.0,10039.0,10466.5,14137.5,10315.5,8536.0
-25.73411,27.21422,15-03-2011,11078.5,9906.5,10638.5,15835.0,15640.5,12874.0
-24.69514,27.40906,15-03-2011,10524.0,9921.0,10647.0,15543.0,11919.5,9642.5
-30.733889,29.828333,15-03-2011,8871.0,8168.0,8771.0,13000.5,9814.5,8624.0
-28.747778,31.745833,15-03-2011,,,,,,
-26.006389,29.253889,15-03-2011,,,,,,
-27.398611,26.614722,15-03-2011,10126.0,9253.5,10247.0,15515.5,12823.0,10403.5
-27.495556,26.074722,15-03-2011,11540.5,9490.5,11044.5,17937.5,18143.5,14152.5
-30.398056,30.601944,16-03-2011,8829.5,8305.0,8965.5,15623.5,12325.0,9749.0
-30.27402,30.69602,16-03-2011,9971.5,8675.0,9761.0,15234.5,14276.0,11311.5
-24.282222,28.090278,16-03-2011,9767.0,9204.0,9833.5,14726.5,14166.0,11023.5
-34.031944,22.053333,16-03-2011,7826.0,7784.0,7859.0,9058.0,8310.0,7822.0
-27.273889,28.49,16-03-2011,9407.5,8456.5,9060.0,12333.0,9264.5,8181.0
-26.880278,26.965,16-03-2011,9354.5,8695.0,9582.5,14265.0,14182.0,11071.5
-23.763056,27.908611,17-03-2011,,,,,,
-27.00222,28.76528,17-03-2011,9947.0,8743.0,9691.0,13724.0,13005.5,10754.5
-29.803611,30.516111,18-03-2011,9192.0,8613.5,9330.0,16370.0,12834.0,10197.0
-27.02314,28.59389,17-03-2011,10129.0,8893.0,9969.5,11490.5,10372.5,9135.0
-24.925278,29.324444,18-03-2011,9276.5,8655.0,9112.0,13185.0,13904.5,11277.0
-26.970278,27.211111,21-03-2011,11496.0,9671.5,11040.0,10218.0,7946.5,7735.0
-27.01011111,26.69808333,22-03-2011,10728.5,9344.0,10433.5,12433.5,9579.5,8531.5
-25.99136,27.84208,22-03-2011,,,,,,
-26.861111,28.884722,22-03-2011,9353.0,8329.0,9383.0,15196.0,13914.5,10984.0
-26.45,28.085833,22-03-2011,12540.0,9502.5,10720.0,15210.0,17974.0,14201.0
-27.398611,26.614722,22-03-2011,10126.0,9253.5,10247.0,15515.5,12823.0,10403.5
-33.501667,21.624167,22-03-2011,,,,,,
-28.338333,31.373611,22-03-2011,10977.5,9076.5,10239.5,12373.0,11787.0,9931.0
-33.31388889,19.07472222,22-03-2011,9170.5,8491.5,8910.0,12492.0,12045.0,9928.0
-27.044444,27.005,23-03-2011,9503.5,8882.5,9908.0,17418.5,13987.0,10115.0
-26.648056,27.089444,23-03-2011,4649.5,4567.0,4870.0,8205.5,6161.0,4771.0
-29.641944,30.6875,23-03-2011,8975.0,8369.5,9109.0,13939.5,12721.5,10296.5
-28.735556,29.820556,23-03-2011,18581.0,17383.5,18311.5,23429.5,20776.5,18325.5
