Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,red,blue,green,nir,swir16,swir22,NDMI,MNDWI,NDVI,NDTI,SI,SI1,SI2,SWIR_Ratio,ppt,tmax,tmin,pet,soil,def,ppt_3mo,ppt_6mo,tmax_3mo,T_range,Month,DayOfYear
-28.141944,26.417778,2011-01-04,94.718,227.9,132.0,9679.0,9085.5,9840.0,14391.0,13799.5,11265.0,0.020982245792022063,-0.16749508238329844,0.19576235978396264,-0.008248373379783758,9377.555891595635,13275.140347657345,16524.374458659546,1.224988903683966,187.0,28.17,16.539999,157.0,22.300001,0.0,392.6,413.5,29.640003,11.630001,1,4
-27.398611,26.614722,2011-01-04,86.8,226.3,114.0,10126.0,9253.5,10247.0,15515.5,12823.0,10403.5,0.09501208603137042,-0.11166016471608102,0.21018661154768556,-0.005939233298974104,9679.924638136394,13717.256950644323,17122.036889634364,1.2325659633776975,173.20000000000002,28.359999,17.039999,160.7,4.3,0.0,370.4,393.10000000000014,29.800001,11.319999999999997,1,4
-33.501667,21.624167,2011-01-04,201.0,769.0,74.0,,,,,,,,,,,,,,,15.7,29.51,13.78,185.90001,0.1,171.0,67.50000000000003,127.40000000000002,27.539999,15.730000000000002,1,4
-32.502778,19.535833,2011-01-04,10.387,73.0,10.0,14613.0,10579.0,13104.0,17653.0,19330.0,16984.0,-0.0453451585863774,-0.191959055312326,0.09421682266162495,0.0544431215499511,12433.45997701364,18040.37167022897,22297.305352889616,1.1381300047103091,4.0,34.01,16.359999,229.6,0.6,225.8,19.999999999999996,47.00000000000003,31.980001,17.650001,1,4
-25.45963889,28.26430556,2011-01-04,108.94,396.0,82.0,11096.0,9139.0,9926.0,13959.0,15156.5,12552.5,-0.0411292953924884,-0.20853184491179028,0.1142686090600674,0.05565597945009963,10070.071697857966,14375.06650419399,17469.058732513324,1.20744871539533,122.4,28.779999,17.5,149.5,1.4,33.100002,307.6,324.3,30.043335,11.279999,1,4
-27.495556,26.074722,2011-01-04,67.8,218.6,91.0,11540.5,9490.5,11044.5,17937.5,18143.5,14152.5,-0.005709376125938844,-0.24321639029738168,0.21700929506750724,0.021961478857648785,10465.424752488549,14941.644169903124,18580.46583780934,1.28199964670552,162.8,28.59,16.6,163.8,0.4,9.1,341.4,356.30000000000007,29.963333,11.989999999999998,1,4
-26.648056,27.089444,2011-01-05,211.0,532.0,62.0,8963.5,8535.0,9597.0,19310.5,12954.5,9447.5,0.1969936463660307,-0.14888144912755183,0.36595458725330565,-0.03413162360927759,8746.62634962761,12377.017300222215,15661.831510075697,1.3712093146334865,156.60000000000002,26.83,15.94,148.2,1.4,0.0,349.20000000000005,364.1,28.373327,10.889999999999999,1,5
-26.970278,27.211111,2011-01-05,71.5,248.4,117.0,11496.0,9671.5,11040.0,10218.0,7946.5,7735.0,0.1250516116601056,0.16293155663234318,-0.05885603757944157,0.02023429179978692,10544.361716102117,15023.179698386091,18643.43123596083,1.0273432449902906,169.5,27.0,16.19,149.3,13.3,0.0,372.1,390.7000000000001,28.516666,10.809999999999999,1,5
-27.38972222,26.46388889,2011-01-05,82.14,255.5,74.0,11926.0,10130.0,11597.0,11481.0,8583.0,8196.5,0.1444377990430615,0.14935579781962266,-0.019011406844106384,0.013986311269820967,10991.377529682073,15647.567734315771,19476.57015493231,1.0471542731653627,170.20000000000002,28.48,17.14,162.2,0.4,0.5,362.80000000000007,383.2000000000001,29.94667,11.34,1,5
-27.044444,27.005,2011-01-05,83.0,220.9,85.0,9503.5,8882.5,9908.0,17418.5,13987.0,10115.0,0.10926430083902466,-0.17070516844528075,0.2939974741846806,-0.020838162944646108,9187.754826398013,13008.278844643513,16351.873975174833,1.3827978250123443,172.0,27.4,16.51,151.7,13.400001,0.0,369.6,388.4999999999999,28.963337,10.889999999999997,1,5
-30.830556,26.921389,2011-01-06,62.099,145.0,10.0,4479.0,4189.0,4491.0,5266.5,3672.5,3764.5,0.1783197225640432,0.10026336742818522,0.08080652608896331,-0.0013377926421404534,4331.573732490306,6132.630919923357,7601.200102615376,0.975561163501103,138.0,28.33,14.08,152.0,0.5,20.9,328.9,392.0,28.393332,14.249999999999998,1,6
-27.00222,28.76528,2011-01-06,34.855,114.5,150.0,9947.0,8743.0,9691.0,13724.0,13005.5,10754.5,0.02688041302680549,-0.1460357323816441,0.15956233365721703,0.013035950707811321,9325.589579216963,13243.219321600016,16410.3119714404,1.2093077316472063,179.4,25.63,14.28,134.7,39.2,0.0,395.9,427.80000000000007,26.789999,11.35,1,6
-27.02314,28.59389,2011-01-06,41.408,148.8,152.0,10129.0,8893.0,9969.5,11490.5,10372.5,9135.0,0.05113662351918744,-0.01981122800117973,0.0629755544762827,0.007935915615593165,9490.900747558158,13478.949884913141,16765.232484221626,1.135467980295554,179.20000000000002,25.96,14.61,136.90001,36.8,0.0,398.0,431.6,27.043335,11.350000000000001,1,6
-30.679722,26.7125,2011-01-06,55.297,138.3,44.0,11938.0,9235.5,10548.0,13400.0,7764.0,7659.0,0.26630126630126505,0.15203145478374755,0.05769989738732317,0.06181624121675682,10500.161855895365,15093.386109485175,18413.86999655423,1.0137093615354353,135.3,29.42,14.74,155.6,0.4,27.0,325.0,378.9,29.309998,14.680000000000001,1,6
-30.160091,27.40124,2011-01-06,57.916,167.1,13.0,10522.5,9063.0,10060.0,14158.0,12037.5,10023.5,0.08094901796109989,-0.08948976128521287,0.14730252628593365,0.02247054536620905,9765.521875455504,13887.439477815917,17148.311148623354,1.200927819623872,207.0,27.47,14.9,141.1,31.300001,0.0,462.4,528.9,27.773336,12.569999999999999,1,6
-32.595833,19.009444,2011-01-06,8.621,63.1,19.0,10903.5,9227.5,10334.0,15218.5,14735.0,12208.5,0.016141686280401236,-0.17555546691132407,0.1651864328918147,0.026815773984696756,10030.555630173236,14284.01443922541,17630.219071242424,1.2069459802596452,4.5,33.85,16.58,231.1,2.7,226.7,25.39999999999999,67.6,32.010002,17.270000000000003,1,6
-25.99136,27.84208,2011-01-10,82.432,283.8,32.0,11898.0,10629.0,11771.5,18631.5,16495.0,12815.0,0.060823025351230374,-0.1671059381246346,0.22055716601975067,0.005344430596337036,11245.61434515696,15954.248493739842,19826.90740508968,1.2871634802965175,160.3,26.599998,16.4,144.7,11.0,0.0,358.6,375.7000000000001,27.753334,10.199998,1,10
-26.73806,27.59194,2011-01-10,55.3,189.1,105.0,8961.0,8719.0,9167.0,9089.5,7963.0,7740.0,0.066060694912769,0.07028604786923486,0.00711891637350762,-0.011363636363636302,8839.171850348877,12502.818962138099,15503.366440873415,1.0288113695090306,166.60000000000002,26.349998,15.719999,144.5,16.0,0.0,372.80000000000007,390.7,27.636665,10.629999,1,10
-26.45,28.085833,2011-01-10,105.711,635.0,80.0,12540.0,9502.5,10720.0,15210.0,17974.0,14201.0,-0.08329315332690428,-0.2528054645570494,0.09621621621621587,0.07824591573516734,10916.10507461338,15733.693344221503,19038.579417855733,1.2656855151045612,156.10000000000002,26.07,15.25,141.5,9.900001,0.0,361.8,381.0000000000001,27.199997,10.82,1,10
-30.86013889,29.07125,2011-01-10,40.861,95.6,10.0,11634.0,9396.0,10724.5,14558.0,11450.0,10000.5,0.11950169178714197,-0.032717761392590444,0.11163714111178943,0.040678041907999014,10455.288805193284,14954.42315838361,18402.4365845939,1.1449427528623455,211.9,25.9,16.4,125.1,51.7,0.0,541.4000000000001,660.0,26.143332,9.5,1,10
-27.356667,27.286389,2011-01-10,64.1,164.0,151.0,9290.0,8718.0,9502.5,16828.5,12665.5,9643.0,0.1411473520037969,-0.14268314687838263,0.2886268353848794,-0.011307702540907218,8999.45665026506,12740.000941915192,15893.556249310599,1.313439800891825,180.4,27.21,16.15,151.90001,21.300001,0.0,385.8,407.6,28.71,11.060000000000002,1,10
-27.01011111,26.69808333,2011-01-11,66.1,203.4,131.0,10728.5,9344.0,10433.5,12433.5,9579.5,8531.5,0.1296506609730608,0.04267226302903092,0.0736119506087554,0.013940081277761961,10012.347576867276,14227.123681545754,17642.816399316747,1.1228388911680112,168.5,27.849998,16.75,155.7,5.3,0.0,356.0,373.5,29.230001,11.099998,1,11
-25.73411,27.21422,2011-01-11,8.0,34.04,56.0,17879.5,16362.5,17765.0,21914.0,22170.5,17965.5,-0.005818371536481063,-0.11031538355598375,0.1013859047331848,0.003212276788845395,17104.19009336601,24236.49988137726,30050.01084026427,1.2340597255851427,150.70000000000002,27.58,16.199999,146.6,2.4,3.3,345.4,357.6000000000001,28.94667,11.380001,1,11
-26.98472222,26.63227778,2011-01-11,128.0,196.7,158.0,10262.5,9414.0,10207.0,13683.0,14011.5,11850.5,-0.01186156095975731,-0.15709065383900672,0.14284521099997854,0.0027113510344658996,9829.09838184561,13926.316894642316,17266.301029751565,1.1823551748871255,170.3,28.01,17.0,155.2,8.3,0.0,356.90000000000003,373.6,29.336668,11.010000000000002,1,11
-27.398611,26.614722,2011-01-11,71.6,190.6,127.0,10126.0,9253.5,10247.0,15515.5,12823.0,10403.5,0.09501208603137042,-0.11166016471608102,0.21018661154768556,-0.005939233298974104,9679.924638136394,13717.256950644323,17122.036889634364,1.2325659633776975,173.20000000000002,28.359999,17.039999,160.7,4.3,0.0,370.4,393.10000000000014,29.800001,11.319999999999997,1,11
-27.671111,27.236944,2011-01-11,75.096,275.7,71.0,11237.5,9693.5,10943.0,14887.0,13522.0,11403.0,0.04804815375409185,-0.10541590026568524,0.13969645352064103,0.013277428371767935,10436.987412563072,14840.665365811601,18438.94241815403,1.185828290800656,194.7,27.599998,15.96,152.40001,28.2,0.0,407.4,430.1,29.063335,11.639997999999999,1,11
-29.160278,26.573333,2011-01-11,120.27,177.3,10.0,,,,,,,,,,,,,,,195.5,28.75,15.639999,155.90001,23.0,0.0,407.5,440.1,29.399998,13.110001,1,11
-34.250556,20.9925,2011-01-11,26.8,304.5,12.0,9192.0,8456.0,9019.0,12323.0,13161.0,10800.5,-0.03288337780568187,-0.18674481514878186,0.14552637694631587,0.009499752896600905,8816.32304308321,12489.867893616809,15405.815817411294,1.2185546965418155,13.7,29.32,17.08,178.5,4.2000003,165.2,83.80000000000001,175.59999999999997,27.393337,12.240000000000002,1,11
-25.45963889,28.26430556,2011-01-11,132.0,489.0,82.0,11096.0,9139.0,9926.0,13959.0,15156.5,12552.5,-0.0411292953924884,-0.20853184491179028,0.1142686090600674,0.05565597945009963,10070.071697857966,14375.06650419399,17469.058732513324,1.20744871539533,122.4,28.779999,17.5,149.5,1.4,33.100002,307.6,324.3,30.043335,11.279999,1,11
-25.81048333,27.90955222,2011-01-12,131.0,584.0,10.0,9553.5,8693.0,9753.0,16870.5,13408.0,10257.0,0.11435507042951232,-0.15780838478476683,0.2769073569482279,-0.010333307435319659,9113.099116107538,12916.563445824126,16185.135781018334,1.3072048357219332,149.4,27.599998,17.34,147.5,1.3000001,5.5,338.90000000000003,354.9,28.816662,10.259998,1,12
-27.273889,28.49,2011-01-12,49.114,136.6,32.0,9407.5,8456.5,9060.0,12333.0,9264.5,8181.0,0.14207662923949466,-0.011159922508117488,0.134564522435086,0.01881684039528892,8919.334266076141,12649.642228142266,15559.468130370009,1.1324410218799519,192.7,25.869999,14.65,136.3,41.4,0.0,422.1000000000001,466.0000000000001,26.950003,11.219999,1,12
-27.4275,28.525833,2011-01-12,62.326,163.9,45.0,11296.0,9231.0,10794.0,16767.0,18026.5,15340.5,-0.03619929009728818,-0.2509498447285778,0.19495421016997402,0.02272521502942498,10211.43359181266,14588.042260701057,18147.215020492815,1.1750920765294406,202.5,25.769999,14.4,134.90001,36.100002,0.0,441.2,481.1000000000001,26.796665,11.369998999999998,1,12
-28.883333,27.89,2011-01-12,117.44,271.7,10.0,9399.5,8398.5,9248.0,14007.5,12553.5,9979.0,0.054741914837543565,-0.15161800793523314,0.19686418592728588,0.00812441346024932,8884.91422299619,12604.975307393506,15633.646615553263,1.2579917827437492,268.2,25.83,14.5199995,132.6,29.6,0.0,548.6999999999999,584.9,26.539999,11.310000499999997,1,12
-27.00222,28.76528,2011-01-13,63.848,190.9,62.0,9947.0,8743.0,9691.0,13724.0,13005.5,10754.5,0.02688041302680549,-0.1460357323816441,0.15956233365721703,0.013035950707811321,9325.589579216963,13243.219321600016,16410.3119714404,1.2093077316472063,179.4,25.63,14.28,134.7,39.2,0.0,395.9,427.80000000000007,26.789999,11.35,1,13
-27.02314,28.59389,2011-01-13,62.806,192.7,35.0,10129.0,8893.0,9969.5,11490.5,10372.5,9135.0,0.05113662351918744,-0.01981122800117973,0.0629755544762827,0.007935915615593165,9490.900747558158,13478.949884913141,16765.232484221626,1.135467980295554,179.20000000000002,25.96,14.61,136.90001,36.8,0.0,398.0,431.6,27.043335,11.350000000000001,1,13
-30.534167,24.961944,2011-01-13,100.962,142.6,80.0,10773.5,9795.0,10835.0,15132.5,13586.0,11169.0,0.05385030555217002,-0.11264894967446006,0.1682621786458729,-0.0028461022282897804,10272.605925469934,14560.574413463228,18149.5882115821,1.2164025427522498,94.7,30.599998,15.96,178.90001,0.0,89.0,213.5,235.3,30.606665,14.639997999999999,1,13
-28.460833,21.248889,2011-01-13,102.898,353.0,51.0,13063.0,10832.0,12046.5,14599.0,12067.0,11038.5,0.09495237380934489,-0.0008501461836730428,0.05552743836309719,0.04048268583603799,11895.310672697877,16969.80238541392,20810.87108340254,1.0931738913801594,74.9,35.149998,19.85,217.3,0.0,146.2,135.59999999999997,138.7,34.649998,15.299997999999995,1,13
-29.658056,25.973333,2011-01-14,86.742,107.0,85.0,11157.5,9396.0,10765.0,14001.0,12520.0,10583.0,0.055842539874061854,-0.07537041013527991,0.11302343144464054,0.017903979929296304,10238.938909867566,14586.796161254877,18128.978108266336,1.1830293867523274,146.9,28.89,15.41,157.7,0.2,18.1,312.4,335.20000000000005,29.300001,13.48,1,14
-28.760833,17.730278,2011-01-16,95.398,297.2,64.0,12802.0,9557.0,11426.0,11190.0,7687.5,7645.0,0.18553833929280794,0.19559473670442257,-0.06718906302100673,0.05679379230642209,11061.135294353831,15975.839664944062,19641.306702966584,1.0055591890124134,8.3,35.76,21.029999,236.3,0.0,228.40001,12.100000000000003,15.700000000000005,34.680008,14.730000999999998,1,16
-25.513889,31.224444,2011-01-17,63.165,155.5,11.0,9137.5,8486.0,9116.5,14776.0,12424.0,9895.0,0.0864705882352938,-0.15354796778161997,0.23578731678758763,0.0011504327818560253,8805.726829739837,12470.208588872922,15447.222226018503,1.2555836280949848,44.5,29.67,18.09,135.2,17.800001,89.700005,340.5,491.4,28.823338,11.580000000000002,1,17
-26.861111,28.884722,2011-01-17,101.685,315.4,114.0,9241.5,8691.0,9550.0,17658.5,13746.5,10574.0,0.12456615188664187,-0.18013435494602117,0.31289962825278694,-0.016416997046536912,8962.024129626074,12686.165821476558,15878.957876699591,1.3000283714771959,55.1,26.96,13.259999,124.9,18.1,54.9,331.0,465.4000000000001,26.433334,13.700001,1,17
-31.554722,29.245556,2011-01-17,58.2,197.2,12.0,8850.0,8558.0,9449.0,19619.0,13890.0,10042.0,0.1709689934047564,-0.19028235999828533,0.3782711019003113,-0.032734029181922336,8702.775419370535,12311.046421811592,15519.196660909996,1.3831905994821612,44.6,26.92,18.529999,114.200005,18.6,39.8,426.7000000000001,760.5999999999999,25.556664,8.390001000000002,1,17
-28.058889,30.373611,2011-01-17,58.0,220.0,100.0,9431.0,8452.5,9326.0,14514.0,12189.5,9706.0,0.08704851423970608,-0.13309009783644288,0.21227813739820334,0.005597910113557576,8928.355251668698,12664.458821836803,15727.771401250719,1.2558726560890041,70.3,27.689999,14.719999,125.6,19.4,25.5,509.0,669.0,27.149998,12.97,1,17
-25.127778,27.628889,2011-01-18,131.0,415.0,163.0,5122.0,4984.0,5189.5,7814.0,6664.0,5222.0,0.07943086061610664,-0.12439363900957418,0.20810142238713505,-0.006546089317751961,5052.528871763129,7146.687344497449,8832.103387642153,1.276139410187643,47.7,31.55,18.05,146.0,1.1,100.6,255.10000000000005,344.5,31.253332,13.5,1,18
-25.20639,27.558,2011-01-18,102.0,516.0,90.0,9985.0,10039.0,10466.5,14137.5,10315.5,8536.0,0.1562998405103662,0.007265903185448912,0.17214219090061075,-0.023543505366354432,10011.963593621384,14159.157672686606,17607.650844164305,1.208470009372057,49.8,31.279999,17.81,145.0,1.1,97.700005,261.2,350.40000000000003,31.033337,13.469999000000001,1,18
-24.69514,27.40906,2011-01-18,124.0,509.0,158.0,10524.0,9921.0,10647.0,15543.0,11919.5,9642.5,0.13194355939918023,-0.056388895043537744,0.1925422948555638,-0.0058098342071701585,10218.052847778778,14463.084629497263,17959.38267313217,1.236142079336259,56.0,31.929998,18.949999,150.40001,1.3000001,97.200005,267.9,356.90000000000003,31.676662,12.979999000000003,1,18
-25.681111,31.783333,2011-01-18,53.322,247.7,10.0,11154.0,9686.5,10809.0,13298.5,10191.0,9261.0,0.13229315225951965,0.02942857142857129,0.08770064410591928,0.015708236579702155,10394.384108738719,14772.948190865627,18305.039722710248,1.1004211208292722,38.2,31.13,18.98,133.6,6.4,96.9,276.6,394.6,30.609997,12.149999999999999,1,18
-27.802778,28.768333,2011-01-18,41.891,116.9,23.0,9811.5,8857.5,9803.5,12128.5,9325.0,8486.0,0.13067797795231487,0.02501502992916316,0.10560619872379169,0.00040785113433596535,9322.304503179457,13218.201031153974,16456.896753337187,1.0988687249587425,71.7,26.539999,13.09,119.4,11.5,31.5,438.7,580.7,26.089996,13.449999000000002,1,18
-27.398611,26.614722,2011-01-18,133.319,323.7,139.0,10126.0,9253.5,10247.0,15515.5,12823.0,10403.5,0.09501208603137042,-0.11166016471608102,0.21018661154768556,-0.005939233298974104,9679.924638136394,13717.256950644323,17122.036889634364,1.2325659633776975,87.9,29.51,16.449999,136.2,3.7,52.100002,375.2000000000001,481.0000000000001,29.350002,13.060001000000003,1,18
-31.104278,29.399722,2011-01-18,52.984,129.0,10.0,,,,,,,,,,,,,,,49.900000000000006,27.76,18.26,118.6,21.1,35.0,445.2000000000001,771.1,26.446667,9.5,1,18
-31.396,29.2651,2011-01-18,35.741,89.2,10.0,13003.0,9782.5,11835.5,12488.0,8894.0,8335.0,0.16808530539706218,0.14189922574109293,-0.02020320897571684,0.04700364353725045,11278.379648690676,16271.917995430042,20120.993402414304,1.0670665866826508,44.900000000000006,28.119999,19.66,120.700005,18.300001,46.600002,417.5,756.6,26.800001,8.459999,1,18
-33.38056,19.30167,2011-01-18,32.968,174.3,41.0,11320.5,9572.0,10665.5,15820.0,16377.5,13975.0,-0.01731500892926464,-0.21121916947084196,0.16578544978906004,0.02979168561812049,10409.602586074072,14824.874510430096,18262.79810160535,1.1719141323792404,3.9,30.179998,16.08,164.7,4.6,160.6,31.800000000000036,106.29999999999998,29.279997,14.099998000000003,1,18
-33.31388889,19.07472222,2011-01-18,30.257,208.2,23.0,9965.0,8765.0,9546.5,13162.5,12786.0,10889.0,0.014509509220186083,-0.14505765140490254,0.13825532374878333,0.021448889116674672,9345.759733697416,13271.264069409515,16348.153175511905,1.1742125080356216,3.1,32.559998,18.65,176.2,6.2000003,172.6,27.799999999999997,101.19999999999996,31.766663,13.909998000000002,1,18
-27.495556,26.074722,2011-01-18,176.0,458.0,91.0,11540.5,9490.5,11044.5,17937.5,18143.5,14152.5,-0.005709376125938844,-0.24321639029738168,0.21700929506750724,0.021961478857648785,10465.424752488549,14941.644169903124,18580.46583780934,1.28199964670552,100.6,29.539999,16.42,137.40001,0.4,41.8,373.4,456.9000000000001,29.51,13.119999,1,18
-24.39619444,27.08983333,2011-01-19,120.0,508.0,142.0,,,,,,,,,,,,,,,58.2,32.35,19.06,152.8,1.4,97.5,257.1,333.69999999999993,32.056664,13.290000000000003,1,19
-26.970278,27.211111,2011-01-19,63.9,202.4,101.0,11496.0,9671.5,11040.0,10218.0,7946.5,7735.0,0.1250516116601056,0.16293155663234318,-0.05885603757944157,0.02023429179978692,10544.361716102117,15023.179698386091,18643.43123596083,1.0273432449902906,70.9,28.439999,15.48,131.90001,9.2,60.4,357.40000000000003,461.6,28.109999,12.959999,1,19
-26.880278,26.965,2011-01-19,235.0,593.0,176.0,9354.5,8695.0,9582.5,14265.0,14182.0,11071.5,0.0029177066122965415,-0.1935449935828644,0.20790025191049682,-0.012039921846121288,9018.723717910423,12771.440609813757,15966.65279574902,1.2809465745382171,76.0,28.689999,15.719999,133.0,6.9,58.8,356.69999999999993,452.30000000000007,28.436666,12.97,1,19
-27.273889,28.49,2011-01-19,63.114,149.5,11.0,9407.5,8456.5,9060.0,12333.0,9264.5,8181.0,0.14207662923949466,-0.011159922508117488,0.134564522435086,0.01881684039528892,8919.334266076141,12649.642228142266,15559.468130370009,1.1324410218799519,63.2,27.59,13.83,125.200005,15.2,39.0,380.30000000000007,529.2000000000002,26.890003,13.76,1,19
-27.3,28.586944,2011-01-19,59.091,150.3,16.0,9929.5,8561.0,9636.0,14954.0,14753.0,11537.5,0.006766082068199392,-0.20980770019270897,0.2019209516346165,0.015000894431524803,9219.894223905174,13110.518344062526,16270.777094226323,1.278699891657627,62.3,27.359999,13.58,124.200005,14.7,39.7,381.8,528.1999999999999,26.773336,13.779998999999998,1,19
-27.044444,27.005,2011-01-19,83.5,225.2,102.0,9503.5,8882.5,9908.0,17418.5,13987.0,10115.0,0.10926430083902466,-0.17070516844528075,0.2939974741846806,-0.020838162944646108,9187.754826398013,13008.278844643513,16351.873975174833,1.3827978250123443,76.4,28.71,15.7,132.90001,9.0,55.9,364.19999999999993,464.8999999999999,28.483335,13.010000000000002,1,19
-30.568333,29.422778,2011-01-19,40.9,109.3,12.0,8964.5,8429.5,9196.5,16880.0,12987.5,10366.5,0.1303256047543312,-0.17088892895780666,0.3062740621795728,-0.012774626947855226,8692.885179846793,12305.23183446781,15362.107366829592,1.2528336468431847,61.7,26.06,13.53,115.3,26.7,20.9,512.9000000000001,768.4,25.129997,12.53,1,19
-30.570833,29.150556,2011-01-19,40.72,90.6,10.0,,,,,,,,,,,,,,,67.8,25.599998,13.21,114.9,18.4,19.0,535.1,770.9000000000001,24.833334,12.389997999999999,1,19
-34.031944,22.053333,2011-01-19,17.64,266.5,10.0,7826.0,7784.0,7859.0,9058.0,8310.0,7822.0,0.04306771073238115,-0.027892881439792024,0.07296849087893821,-0.002103920943576652,7804.971748827795,11037.976807368277,13549.937748934495,1.0623881360265781,11.9,26.949999,17.949999,123.0,1.2,111.700005,78.70000000000003,171.70000000000005,26.273329,9.0,1,19
-33.13083,18.86278,2011-01-19,19.323,117.3,35.0,12122.5,9873.5,11456.5,15187.0,14527.0,12799.0,0.022211752036077198,-0.11817114707410427,0.11221369852981523,0.028245472666355537,10940.361225754843,15634.609317152763,19382.7861967778,1.1350105476990302,2.2,33.05,19.24,175.1,3.1000001,172.90001,22.499999999999982,79.70000000000006,32.3,13.809999999999999,1,19
-33.7075,18.97444444,2011-01-19,7.891,78.6,27.0,10330.5,8918.0,9913.0,14270.0,13652.0,11469.5,0.022133085022562775,-0.15866751538298257,0.16013902156460172,0.02062390396917519,9598.301881062087,13647.342387805766,16867.647235165907,1.190287283665363,4.2,32.17,18.84,177.1,8.5,171.90001,36.1,143.59999999999994,31.123335,13.330000000000002,1,19
-25.57877778,29.12747222,2011-01-19,58.232,231.7,10.0,11586.5,9017.0,10076.0,13560.0,16388.0,13014.0,-0.09443034593295013,-0.23851269649334858,0.07848010657546746,0.06972879399884561,10221.324302652763,14681.732569761649,17806.7135443349,1.2592592592592495,35.1,29.82,15.62,137.6,2.6000001,104.1,259.1,382.9000000000001,29.320005,14.200000000000001,1,19
-26.006389,29.253889,2011-01-20,77.092,367.0,14.0,,,,,,,,,,,,,,,40.5,27.16,13.46,126.3,11.3,84.5,293.20000000000005,433.5000000000001,26.563332,13.7,1,20
