Latitude,Longitude,YearMonth,ndci
-34.329722,18.990278,2011-02,
-25.20639,27.558,2011-02,
-23.281,30.543056,2011-02,
-28.801278,31.955389,2011-02,
-27.00222,28.76528,2011-02,
-27.02314,28.59389,2011-02,
-27.3,28.586944,2011-02,
-30.679722,26.7125,2011-02,
-28.460833,21.248889,2011-02,
-29.140556,31.391944,2011-02,
-25.99136,27.84208,2011-02,
-24.058889,31.237222,2011-02,
-26.73806,27.59194,2011-02,
-30.860139,29.07125,2011-02,
-27.356667,27.286389,2011-02,
-28.058889,30.373611,2011-02,
-27.010111,26.698083,2011-02,
-27.169444,29.233889,2011-02,
-26.984722,26.632278,2011-02,
-27.398611,26.614722,2011-02,
-27.573056,24.746389,2011-02,
-33.501667,21.624167,2011-02,
-32.502778,19.535833,2011-02,
-25.459639,28.264306,2011-02,
-26.970278,27.211111,2011-02,
-27.273889,28.49,2011-02,
-28.69485,28.23487,2011-02,
-28.883333,27.89,2011-02,
-30.534167,24.961944,2011-02,
-34.031944,22.053333,2011-02,
-34.039722,22.133333,2011-02,
-32.595833,19.009444,2011-02,
-29.658056,25.973333,2011-02,
-28.068333,31.55,2011-02,
-28.760833,17.730278,2011-02,
-29.7775,29.470833,2011-02,
-29.987778,29.851667,2011-02,
-29.744167,29.905833,2011-02,
-26.861111,28.884722,2011-02,
-26.45,28.085833,2011-02,
-31.396,29.2651,2011-02,
-26.006389,29.253889,2011-02,
-27.671111,27.236944,2011-02,
-30.568333,29.422778,2011-02,
-30.570833,29.150556,2011-02,
-33.38056,19.30167,2011-02,
-33.313889,19.074722,2011-02,
-27.495556,26.074722,2011-02,
-25.436111,31.982222,2011-02,
-24.396194,27.089833,2011-02,
-25.67386,31.57527,2011-02,
-30.733889,29.828333,2011-02,
-30.398056,30.601944,2011-02,
-27.044444,27.005,2011-02,
-30.775867,29.032217,2011-02,
-33.13083,18.86278,2011-02,
-24.925278,29.324444,2011-02,
-22.437722,31.078056,2011-02,
-29.803611,30.516111,2011-02,
-33.818056,19.694722,2011-02,
-25.810483,27.909552,2011-02,
-29.641944,30.6875,2011-02,
-34.065833,20.404167,2011-02,
-33.980556,21.653333,2011-02,
-22.769722,30.886944,2011-02,
-27.389722,26.463889,2011-02,
-33.897778,20.012778,2011-02,
-23.763056,27.908611,2011-02,
-23.235722,27.717,2011-02,
-28.445556,32.325,2011-02,
-30.160091,27.40124,2011-02,
-30.336111,27.359444,2011-02,
-22.91028,29.61111,2011-02,
-24.183889,30.823889,2011-03,
-27.398611,26.614722,2011-03,
-27.671111,27.236944,2011-03,
-29.160278,26.573333,2011-03,
-27.495556,26.074722,2011-03,
-23.658056,31.05,2011-03,
-26.648056,27.089444,2011-03,
-27.802778,28.768333,2011-03,
-24.679167,30.8025,2011-03,
-27.273889,28.49,2011-03,
-27.3,28.586944,2011-03,
-30.679722,26.7125,2011-03,
-27.02314,28.59389,2011-03,
-25.99136,27.84208,2011-03,
-31.554722,29.245556,2011-03,
-27.010111,26.698083,2011-03,
-26.984722,26.632278,2011-03,
-31.396,29.2651,2011-03,
-25.459639,28.264306,2011-03,
-25.810483,27.909552,2011-03,
-22.225556,29.990556,2011-03,
-26.03611,30.99778,2011-03,
-28.404444,30.013056,2011-03,
-29.380556,30.2775,2011-03,
-26.970278,27.211111,2011-03,
-27.044444,27.005,2011-03,
-28.69485,28.23487,2011-03,
-28.883333,27.89,2011-03,
-30.568333,29.422778,2011-03,
-30.570833,29.150556,2011-03,
-34.329722,18.990278,2011-03,
-30.830556,26.921389,2011-03,
-25.49037,30.6986,2011-03,
-30.860139,29.07125,2011-03,
-30.775867,29.032217,2011-03,
-29.658056,25.973333,2011-03,
-30.534167,24.961944,2011-03,
-31.031389,28.883333,2011-03,
-34.039722,22.133333,2011-03,
-28.760833,17.730278,2011-03,
-29.7775,29.470833,2011-03,
-29.987778,29.851667,2011-03,
-29.744167,29.905833,2011-03,
-26.861111,28.884722,2011-03,
-26.73806,27.59194,2011-03,
-26.45,28.085833,2011-03,
-25.127778,27.628889,2011-03,
-25.20639,27.558,2011-03,
-24.69514,27.40906,2011-03,
-25.73411,27.21422,2011-03,
-26.006389,29.253889,2011-03,
-28.747778,31.745833,2011-03,
-30.733889,29.828333,2011-03,
-24.282222,28.090278,2011-03,
-30.398056,30.601944,2011-03,
-30.27402,30.69602,2011-03,
-26.880278,26.965,2011-03,
-34.031944,22.053333,2011-03,
-23.763056,27.908611,2011-03,
-27.00222,28.76528,2011-03,
-24.925278,29.324444,2011-03,
-29.803611,30.516111,2011-03,
-33.501667,21.624167,2011-03,
-33.313889,19.074722,2011-03,
-28.338333,31.373611,2011-03,
-29.641944,30.6875,2011-03,
-28.735556,29.820556,2011-03,
-33.13083,18.86278,2011-03,
-27.602222,29.942778,2011-03,
-33.38056,19.30167,2011-03,
-30.160091,27.40124,2011-03,
-30.336111,27.359444,2011-03,
-22.437722,31.078056,2011-03,
-27.169444,29.233889,2011-03,
-28.141944,26.417778,2011-03,
-28.116667,26.725278,2011-03,
-34.065833,20.404167,2011-03,
-27.363611,31.783333,2011-03,
-26.905,32.324722,2011-03,
-28.75,30.442778,2011-03,
-29.161667,30.629722,2011-03,
-33.818056,19.694722,2011-03,
-34.075556,20.145556,2011-03,
-33.897778,20.012778,2011-03,
-22.769722,30.886944,2011-04,
-27.802778,28.768333,2011-04,
-27.5275,30.858056,2011-04,
-25.99136,27.84208,2011-04,
-25.513889,31.224444,2011-04,
-25.398889,31.610556,2011-04,
-24.183889,30.823889,2011-04,
-23.281,30.543056,2011-04,
-25.362222,31.956667,2011-04,
-29.380556,30.2775,2011-04,
-27.398611,26.614722,2011-04,
-25.459639,28.264306,2011-04,
-25.810483,27.909552,2011-04,
-23.658056,31.05,2011-04,
-24.058889,31.237222,2011-04,
-24.034167,31.123611,2011-04,
-24.99328,30.81444,2011-04,
-25.149444,31.940556,2011-04,
-27.937778,31.209444,2011-04,
-28.404444,30.013056,2011-04,
-26.880278,26.965,2011-04,
-31.000833,26.353056,2011-04,
-24.679167,30.8025,2011-04,
-27.02314,28.59389,2011-04,
-28.760833,17.730278,2011-04,
-26.73806,27.59194,2011-04,
-25.49037,30.6986,2011-04,
-29.987778,29.851667,2011-04,
-29.744167,29.905833,2011-04,
-26.861111,28.884722,2011-04,
-26.970278,27.211111,2011-04,
-26.45,28.085833,2011-04,
-31.396,29.2651,2011-04,
-31.554722,29.245556,2011-04,
-27.356667,27.286389,2011-04,
-25.447222,30.711667,2011-04,
-27.010111,26.698083,2011-04,
-25.127778,27.628889,2011-04,
-25.20639,27.558,2011-04,
-24.69514,27.40906,2011-04,
-25.73411,27.21422,2011-04,
-26.006389,29.253889,2011-04,
-26.03611,30.99778,2011-04,
-28.801278,31.955389,2011-04,
-30.733889,29.828333,2011-04,
-27.169444,29.233889,2011-04,
-26.984722,26.632278,2011-04,
-29.160278,26.573333,2011-04,
-30.568333,29.422778,2011-04,
-30.570833,29.150556,2011-04,
-33.501667,21.624167,2011-04,
-27.495556,26.074722,2011-04,
-25.578778,29.127472,2011-04,
-30.398056,30.601944,2011-04,
-30.27402,30.69602,2011-04,
-26.648056,27.089444,2011-04,
-27.044444,27.005,2011-04,
-31.031389,28.883333,2011-04,
-30.860139,29.07125,2011-04,
-24.925278,29.324444,2011-04,
-27.00222,28.76528,2011-04,
-30.160091,27.40124,2011-04,
-30.336111,27.359444,2011-04,
-30.830556,26.921389,2011-04,
-27.902778,24.615556,2011-04,
-34.031944,22.053333,2011-04,
-29.803611,30.516111,2011-04,
-22.437722,31.078056,2011-04,
-34.039722,22.133333,2011-04,
-28.735556,29.820556,2011-04,
-33.38056,19.30167,2011-04,
-33.313889,19.074722,2011-04,
-28.068333,31.55,2011-04,
-27.363611,31.783333,2011-04,
-34.065833,20.404167,2011-04,
-28.75,30.442778,2011-04,
-29.161667,30.629722,2011-04,
-33.897778,20.012778,2011-04,
-25.99136,27.84208,2011-05,
-29.380556,30.2775,2011-05,
-26.45,28.085833,2011-05,
-27.902778,24.615556,2011-05,
-25.459639,28.264306,2011-05,
-25.578778,29.127472,2011-05,
-25.810483,27.909552,2011-05,
-26.006389,29.253889,2011-05,
-28.404444,30.013056,2011-05,
-27.802778,28.768333,2011-05,
-27.356667,27.286389,2011-05,
-27.937778,31.209444,2011-05,
-27.5275,30.858056,2011-05,
-27.3,28.586944,2011-05,
-27.398611,26.614722,2011-05,
-27.00222,28.76528,2011-05,
-27.02314,28.59389,2011-05,
-26.648056,27.089444,2011-05,
-26.970278,27.211111,2011-05,
-28.760833,17.730278,2011-05,
-29.7775,29.470833,2011-05,
-29.744167,29.905833,2011-05,
-26.861111,28.884722,2011-05,
-31.104278,29.399722,2011-05,
-25.127778,27.628889,2011-05,
-25.20639,27.558,2011-05,
-24.69514,27.40906,2011-05,
-24.058889,31.237222,2011-05,
-24.034167,31.123611,2011-05,
-28.747778,31.745833,2011-05,
-30.733889,29.828333,2011-05,
-26.984722,26.632278,2011-05,
-29.160278,26.573333,2011-05,
-31.396,29.2651,2011-05,
-33.501667,21.624167,2011-05,
-32.502778,19.535833,2011-05,
-31.5653,18.3306,2011-05,
-27.495556,26.074722,2011-05,
-24.183889,30.823889,2011-05,
-28.801278,31.955389,2011-05,
-30.398056,30.601944,2011-05,
-30.27402,30.69602,2011-05,
-27.273889,28.49,2011-05,
-27.4275,28.525833,2011-05,
-27.044444,27.005,2011-05,
-22.225556,29.990556,2014-11,
-30.568333,29.422778,2011-05,
-30.570833,29.150556,2011-05,
-32.595833,19.009444,2011-05,
-29.140556,31.391944,2011-05,
-29.641944,30.6875,2011-05,
-24.679167,30.8025,2011-05,
-30.830556,26.921389,2011-05,
-30.135739,30.674222,2011-05,
-26.73806,27.59194,2011-05,
-31.000833,26.353056,2011-05,
-22.225556,29.990556,2015-07,
-22.225556,29.990556,2015-08,
-30.679722,26.7125,2011-05,
-31.031389,28.883333,2011-05,
-30.860139,29.07125,2011-05,
-30.775867,29.032217,2011-05,
-24.925278,29.324444,2011-05,
-29.658056,25.973333,2011-05,
-30.534167,24.961944,2011-05,
-29.803611,30.516111,2011-05,
-25.447222,30.711667,2011-05,
-25.513889,31.224444,2011-05,
-34.031944,22.053333,2011-05,
-34.039722,22.133333,2011-05,
-33.38056,19.30167,2011-05,
-33.313889,19.074722,2011-05,
-27.010111,26.698083,2011-05,
-25.436111,31.982222,2011-05,
-25.681111,31.783333,2011-05,
-25.67386,31.57527,2011-05,
-28.338333,31.373611,2011-05,
-28.068333,31.55,2011-05,
-24.768889,31.39,2011-05,
-26.880278,26.965,2011-05,
-27.169444,29.233889,2011-05,
-22.548889,28.898056,2011-05,
-22.437722,31.078056,2011-05,
-25.49037,30.6986,2011-05,
-28.75,30.442778,2011-05,
-22.935,28.004167,2011-05,
-33.980556,21.653333,2011-05,
-27.363611,31.783333,2011-05,
-28.141944,26.417778,2011-05,
-28.116667,26.725278,2011-05,
-27.671111,27.236944,2011-05,
-28.69485,28.23487,2011-05,
-34.092222,21.295278,2011-05,
-34.065833,20.404167,2011-05,
-23.235722,27.717,2011-05,
-29.161667,30.629722,2011-05,
-34.250556,20.9925,2011-05,
-33.818056,19.694722,2011-05,
-34.075556,20.145556,2011-05,
-33.897778,20.012778,2011-05,
-22.91028,29.61111,2011-05,
-25.810483,27.909552,2011-06,
-28.404444,30.013056,2011-06,
-27.00222,28.76528,2011-06,
-27.02314,28.59389,2011-06,
-26.648056,27.089444,2011-06,
-27.3,28.586944,2011-06,
-27.044444,27.005,2011-06,
-28.058889,30.373611,2011-06,
-27.937778,31.209444,2011-06,
-27.5275,30.858056,2011-06,
-30.568333,29.422778,2011-06,
-28.760833,17.730278,2011-06,
-29.7775,29.470833,2011-06,
-29.987778,29.851667,2011-06,
-29.744167,29.905833,2011-06,
-26.73806,27.59194,2011-06,
-31.104278,29.399722,2011-06,
-31.396,29.2651,2011-06,
-31.554722,29.245556,2011-06,
-25.578778,29.127472,2011-06,
-25.127778,27.628889,2011-06,
-25.20639,27.558,2011-06,
-24.69514,27.40906,2011-06,
-23.658056,31.05,2011-06,
-26.006389,29.253889,2011-06,
-28.747778,31.745833,2011-06,
-30.733889,29.828333,2011-06,
-27.169444,29.233889,2011-06,
-27.398611,26.614722,2011-06,
-30.860139,29.07125,2011-06,
-30.570833,29.150556,2011-06,
-30.775867,29.032217,2011-06,
-27.495556,26.074722,2011-06,
-30.830556,26.921389,2011-06,
-22.769722,30.886944,2011-06,
-30.398056,30.601944,2011-06,
-30.27402,30.69602,2011-06,
-26.880278,26.965,2011-06,
-29.140556,31.391944,2011-06,
-24.925278,29.324444,2011-06,
-27.902778,24.615556,2011-06,
-29.803611,30.516111,2011-06,
-31.5653,18.3306,2011-06,
-25.99136,27.84208,2011-06,
-27.671111,27.236944,2011-06,
-27.356667,27.286389,2011-06,
-31.860278,18.6875,2011-06,
-24.679167,30.8025,2011-06,
-28.735556,29.820556,2011-06,
-26.861111,28.884722,2011-06,
-26.45,28.085833,2011-06,
-34.031944,22.053333,2011-06,
-25.459639,28.264306,2011-06,
-28.338333,31.373611,2011-06,
-28.068333,31.55,2011-06,
-24.058889,31.237222,2011-06,
-24.034167,31.123611,2011-06,
-33.501667,21.624167,2011-06,
-27.602222,29.942778,2011-06,
-30.679722,26.7125,2011-06,
-28.883333,27.89,2011-06,
-25.436111,31.982222,2011-06,
-25.681111,31.783333,2011-06,
-26.970278,27.211111,2011-06,
-34.039722,22.133333,2011-06,
-33.38056,19.30167,2011-06,
-33.313889,19.074722,2011-06,
-29.161667,23.696389,2011-06,
-27.010111,26.698083,2011-06,
-25.149444,31.940556,2011-06,
-24.9675,31.516667,2011-06,
-28.75,30.442778,2011-06,
-29.161667,30.629722,2011-06,
-26.984722,26.632278,2011-06,
-29.042222,24.6,2011-06,
-34.092222,21.295278,2011-06,
-28.376944,24.303056,2011-06,
-29.028629,24.638389,2011-06,
-28.69485,28.23487,2011-06,
-25.398889,31.610556,2011-06,
-27.573056,24.746389,2011-06,
-24.670833,28.560833,2011-06,
-29.380556,30.2775,2011-06,
-33.818056,19.694722,2011-06,
-24.282222,28.090278,2011-06,
-23.235722,27.717,2011-06,
-26.03611,30.99778,2011-06,
-28.141944,26.417778,2011-06,
-28.1175,26.719444,2011-06,
-29.033333,23.983333,2011-06,
-25.447222,30.711667,2011-06,
-22.935,28.004167,2011-06,
-22.91028,29.61111,2011-06,
-27.389722,26.463889,2011-06,
-34.065833,20.404167,2012-01,
-34.065833,20.404167,2012-02,
-31.031389,28.883333,2011-06,
-33.897778,20.012778,2011-06,
-22.437722,31.078056,2011-07,
-28.760833,17.730278,2011-07,
-29.7775,29.470833,2011-07,
-29.987778,29.851667,2011-07,
-29.744167,29.905833,2011-07,
-26.73806,27.59194,2011-07,
-30.830556,26.921389,2011-07,
-25.127778,27.628889,2011-07,
-25.20639,27.558,2011-07,
-24.69514,27.40906,2011-07,
-23.658056,31.05,2011-07,
-30.733889,29.828333,2011-07,
-27.169444,29.233889,2011-07,
-34.065833,20.404167,2014-01,
-34.065833,20.404167,2014-02,
-34.065833,20.404167,2014-03,
-27.671111,27.236944,2011-07,
-28.69485,28.23487,2011-07,
-28.883333,27.89,2011-07,
-29.161667,23.696389,2011-07,
-30.27402,30.69602,2011-07,
-27.00222,28.76528,2011-07,
-27.02314,28.59389,2011-07,
-27.398611,26.614722,2011-07,
-34.065833,20.404167,2015-02,
-27.044444,27.005,2011-07,
-34.405833,19.600556,2011-07,
-27.495556,26.074722,2011-07,
-28.376944,24.303056,2011-07,
-34.065833,20.404167,2015-10,
-27.573056,24.746389,2011-07,
-27.902778,24.615556,2011-07,
-28.460833,21.248889,2011-07,
-29.803611,30.516111,2011-07,
-28.96362,19.15486,2011-07,
-25.99136,27.84208,2011-07,
-26.45,28.085833,2011-07,
-26.984722,26.632278,2011-07,
-29.160278,26.573333,2011-07,
-23.281,30.543056,2011-07,
-26.648056,27.089444,2011-07,
-26.970278,27.211111,2011-07,
-26.880278,26.965,2011-07,
-30.160091,27.40124,2011-07,
-34.039722,22.133333,2011-07,
-32.502778,19.535833,2011-07,
-31.5653,18.3306,2011-07,
-34.005833,22.351111,2011-07,
-25.459639,28.264306,2011-07,
-25.810483,27.909552,2011-07,
-29.641944,30.6875,2011-07,
-22.769722,30.886944,2011-07,
-29.033333,23.983333,2011-07,
-34.02861,22.22222,2011-07,
-31.860278,18.6875,2011-07,
-27.602222,29.942778,2011-07,
-27.3,28.586944,2011-07,
-30.336111,27.359444,2011-07,
-34.250556,20.9925,2011-07,
-25.362222,31.956667,2011-07,
-25.149444,31.940556,2011-07,
-29.658056,25.973333,2011-07,
-31.000833,26.353056,2011-07,
-30.534167,24.961944,2011-07,
-26.861111,28.884722,2011-07,
-33.38056,19.30167,2011-07,
-33.313889,19.074722,2011-07,
-27.010111,26.698083,2011-07,
-28.75,30.442778,2011-07,
-29.161667,30.629722,2011-07,
-34.092222,21.295278,2011-07,
-33.13083,18.86278,2011-07,
-33.7075,18.974444,2011-07,
-26.006389,29.253889,2011-07,
-29.380556,30.2775,2011-07,
-28.141944,26.417778,2011-07,
-33.501667,21.624167,2011-07,
-34.065833,20.404167,2011-07,
-23.235722,27.717,2011-07,
-27.4275,28.525833,2011-07,
-27.935,26.126667,2011-07,
-34.075556,20.145556,2011-07,
-22.91028,29.61111,2011-07,
-24.925278,29.324444,2011-07,
-26.905,32.324722,2011-07,
-27.389722,26.463889,2011-07,
-28.404444,30.013056,2011-07,
-28.058889,30.373611,2011-07,
-29.7775,29.470833,2011-08,
-29.987778,29.851667,2011-08,
-29.744167,29.905833,2011-08,
-27.169444,29.233889,2011-08,
-26.45,28.085833,2011-08,
-27.4,26.624722,2011-08,
-25.127778,27.628889,2011-08,
-25.20639,27.558,2011-08,
-24.69514,27.40906,2011-08,
-30.733889,29.828333,2011-08,
-27.802778,28.768333,2011-08,
-30.160091,27.40124,2011-08,
-30.336111,27.359444,2011-08,
-34.405833,19.600556,2011-08,
-27.010111,26.698083,2011-08,
-30.830556,26.921389,2011-08,
-30.398056,30.601944,2011-08,
-27.00222,28.76528,2011-08,
-27.02314,28.59389,2011-08,
-26.970278,27.211111,2011-08,
-27.4275,28.525833,2011-08,
-27.3,28.586944,2011-08,
-27.398611,26.614722,2011-08,
-30.679722,26.7125,2011-08,
-27.495556,26.074722,2011-08,
-29.803611,30.516111,2011-08,
-26.73806,27.59194,2011-08,
-25.99136,27.84208,2011-08,
-26.861111,28.884722,2011-08,
-29.160278,26.573333,2011-08,
-26.880278,26.965,2011-08,
-26.984722,26.632278,2011-08,
-28.69485,28.23487,2011-08,
-29.615556,27.065278,2011-08,
-28.883333,27.89,2011-08,
-25.459639,28.264306,2011-08,
-29.161667,23.696389,2011-08,
-25.810483,27.909552,2011-08,
-29.641944,30.6875,2011-08,
-27.602222,29.942778,2011-08,
-31.554722,29.245556,2011-08,
-34.039722,22.133333,2011-08,
-32.502778,19.535833,2011-08,
-31.5653,18.3306,2011-08,
-31.860278,18.6875,2011-08,
-22.437722,31.078056,2011-08,
-28.735556,29.820556,2011-08,
-31.000833,26.353056,2011-08,
-30.568333,29.422778,2011-08,
-30.570833,29.150556,2011-08,
-31.104278,29.399722,2011-08,
-34.250556,20.9925,2011-08,
-27.573056,24.746389,2011-08,
-29.658056,25.973333,2011-08,
-30.534167,24.961944,2011-08,
-28.460833,21.248889,2011-08,
-30.860139,29.07125,2011-08,
-30.775867,29.032217,2011-08,
-23.838611,31.640833,2011-08,
-28.760833,17.730278,2011-08,
-27.044444,27.005,2011-08,
-24.679167,30.8025,2011-08,
-26.648056,27.089444,2011-08,
-33.38056,19.30167,2011-08,
-33.313889,19.074722,2011-08,
-22.769722,30.886944,2011-08,
-24.058889,31.237222,2011-08,
-28.75,30.442778,2011-08,
-29.161667,30.629722,2011-08,
-29.033333,23.983333,2011-08,
-33.980556,21.653333,2011-04,
-33.980556,21.653333,2011-08,
-33.980556,21.653333,2011-09,
-33.980556,21.653333,2011-10,
-33.980556,21.653333,2011-11,
-33.980556,21.653333,2012-02,
-33.980556,21.653333,2012-04,
-33.980556,21.653333,2012-05,
-33.980556,21.653333,2012-06,
-33.980556,21.653333,2012-07,
-33.980556,21.653333,2012-08,
-33.980556,21.653333,2012-09,
-33.980556,21.653333,2012-10,
-33.980556,21.653333,2012-11,
-33.980556,21.653333,2012-12,
-33.980556,21.653333,2013-01,
-33.980556,21.653333,2013-02,
-33.980556,21.653333,2013-03,
-33.980556,21.653333,2013-05,
-33.980556,21.653333,2013-06,
-33.980556,21.653333,2013-07,
-33.980556,21.653333,2013-08,
-33.980556,21.653333,2013-09,
-33.980556,21.653333,2013-10,
-34.092222,21.295278,2011-08,
-33.980556,21.653333,2013-12,
-33.980556,21.653333,2014-01,
-33.980556,21.653333,2014-02,
-33.980556,21.653333,2014-03,
-33.980556,21.653333,2014-04,
-33.980556,21.653333,2014-05,
-33.980556,21.653333,2014-06,
-33.980556,21.653333,2014-07,
-33.980556,21.653333,2014-08,
-33.980556,21.653333,2014-09,
-33.980556,21.653333,2014-10,
-33.980556,21.653333,2014-11,
-33.980556,21.653333,2014-12,
-33.980556,21.653333,2015-01,
-33.980556,21.653333,2015-02,
-33.980556,21.653333,2015-03,
-33.980556,21.653333,2015-04,
-33.980556,21.653333,2015-05,
-33.980556,21.653333,2015-08,
-33.980556,21.653333,2015-09,
-33.980556,21.653333,2015-10,
-33.980556,21.653333,2015-11,
-33.980556,21.653333,2015-12,0.2362473817660677
-24.183889,30.823889,2011-08,
-23.281,30.543056,2011-08,
-27.671111,27.236944,2011-08,
-27.902778,24.615556,2011-08,
-28.376944,24.303056,2011-08,
-22.225556,29.990556,2011-08,
-24.282222,28.090278,2011-08,
-29.380556,30.2775,2011-08,
-25.73411,27.21422,2011-08,
-28.141944,26.417778,2011-08,
-33.501667,21.624167,2011-08,
-25.578778,29.127472,2011-08,
-34.065833,20.404167,2011-08,
-23.235722,27.717,2011-08,
-28.404444,30.013056,2011-08,
-27.389722,26.463889,2011-08,
-33.818056,19.694722,2011-08,
-34.075556,20.145556,2011-08,
-28.058889,30.373611,2011-08,
-22.91028,29.61111,2011-08,
-24.925278,29.324444,2011-08,
-30.27402,30.69602,2011-08,
-23.763056,27.908611,2014-07,
-23.763056,27.908611,2014-08,
-29.028629,24.638389,2011-08,
-23.763056,27.908611,2014-12,
-33.897778,20.012778,2011-08,
-27.937778,31.209444,2011-08,
-23.763056,27.908611,2015-08,
-23.763056,27.908611,2015-09,0.08221439860313605
-34.329722,18.990278,2011-08,
-25.447222,30.711667,2011-08,
-29.161667,23.696389,2011-09,
-27.902778,24.615556,2011-09,
-25.99136,27.84208,2011-09,
-26.861111,28.884722,2011-09,
-26.45,28.085833,2011-09,
-29.160278,26.573333,2011-09,
-28.768056,20.720556,2011-09,
-25.73411,27.21422,2011-09,
-29.380556,30.2775,2011-09,
-27.398611,26.614722,2011-09,
-27.671111,27.236944,2011-09,
-28.69485,28.23487,2011-09,
-29.615556,27.065278,2011-09,
-28.883333,27.89,2011-09,
-31.104278,29.399722,2011-09,
-31.396,29.2651,2011-09,
-31.554722,29.245556,2011-09,
-34.039722,22.133333,2011-09,
-25.810483,27.909552,2011-09,
-29.641944,30.6875,2011-09,
-31.860278,18.6875,2011-09,
-27.602222,29.942778,2011-09,
-27.02314,28.59389,2011-09,
-27.4275,28.525833,2011-09,
-27.3,28.586944,2011-09,
-27.044444,27.005,2011-09,
-29.033333,23.983333,2011-09,
-30.160091,27.40124,2011-09,
-30.336111,27.359444,2011-09,
-30.568333,29.422778,2011-09,
-30.860139,29.07125,2011-09,
-30.775867,29.032217,2011-09,
-34.02861,22.22222,2011-09,
-30.830556,26.921389,2011-09,
-30.398056,30.601944,2011-09,
-30.27402,30.69602,2011-09,
-30.679722,26.7125,2011-09,
-31.031389,28.883333,2011-09,
-34.031944,22.053333,2011-09,
-29.658056,25.973333,2011-09,
-31.000833,26.353056,2011-09,
-28.760833,17.730278,2011-09,
-26.970278,27.211111,2011-09,
-27.010111,26.698083,2011-09,
-24.679167,30.8025,2011-09,
-24.183889,30.823889,2011-09,
-25.127778,27.628889,2011-09,
-25.20639,27.558,2011-09,
-24.69514,27.40906,2011-09,
-24.925278,29.324444,2011-09,
-29.161667,30.629722,2011-09,
-26.648056,27.089444,2011-09,
-26.880278,26.965,2011-09,
-27.802778,28.768333,2011-09,
-26.984722,26.632278,2011-09,
-33.38056,19.30167,2011-09,
-33.313889,19.074722,2011-09,
-27.495556,26.074722,2011-09,
-24.058889,31.237222,2011-09,
-28.75,30.442778,2011-09,
-26.73806,27.59194,2011-09,
-29.042222,24.6,2011-09,
-29.028629,24.638389,2011-09,
-34.250556,20.9925,2011-09,
-33.7075,18.974444,2011-09,
-27.169444,29.233889,2011-09,
-27.00222,28.76528,2011-09,
-28.460833,21.248889,2011-09,
-27.937778,31.209444,2011-09,
-33.501667,21.624167,2011-09,
-28.058889,30.373611,2011-09,
-25.578778,29.127472,2011-09,
-34.065833,20.404167,2011-09,
-27.5275,30.858056,2011-09,
-28.404444,30.013056,2011-09,
-28.141944,26.417778,2011-09,
-33.818056,19.694722,2011-09,
-34.075556,20.145556,2011-09,
-27.389722,26.463889,2011-09,
-33.897778,20.012778,2011-09,
-25.513889,31.224444,2011-09,
